"fecha","State","Births"
2008-10-01,"NSW",8473
2008-11-01,"NSW",7622
2008-12-01,"NSW",8478
2009-01-01,"NSW",7916
2009-02-01,"NSW",7593
2009-03-01,"NSW",8180
2009-04-01,"NSW",8103
2009-05-01,"NSW",7985
2009-06-01,"NSW",7786
2009-07-01,"NSW",8492
2009-08-01,"NSW",7954
2009-09-01,"NSW",8475
2009-10-01,"NSW",8398
2009-11-01,"NSW",7930
2009-12-01,"NSW",8079
2010-01-01,"NSW",8126
2010-02-01,"NSW",7524
2010-03-01,"NSW",8552
2010-04-01,"NSW",8038
2010-05-01,"NSW",8274
2010-06-01,"NSW",8318
2010-07-01,"NSW",8335
2010-08-01,"NSW",8131
2010-09-01,"NSW",8259
2010-10-01,"NSW",8108
2010-11-01,"NSW",7706
2010-12-01,"NSW",7609
2011-01-01,"NSW",8183
2011-02-01,"NSW",7668
2011-03-01,"NSW",8598
2011-04-01,"NSW",8061
2011-05-01,"NSW",8378
2011-06-01,"NSW",8255
2011-07-01,"NSW",8030
2011-08-01,"NSW",8269
2011-09-01,"NSW",8310
2011-10-01,"NSW",8089
2011-11-01,"NSW",7776
2011-12-01,"NSW",7845
2012-01-01,"NSW",8392
2012-02-01,"NSW",7817
2012-03-01,"NSW",8394
2012-04-01,"NSW",8138
2012-05-01,"NSW",8681
2012-06-01,"NSW",8155
2012-07-01,"NSW",8366
2012-08-01,"NSW",8529
2012-09-01,"NSW",8332
2012-10-01,"NSW",8706
2012-11-01,"NSW",8266
2012-12-01,"NSW",7916
2013-01-01,"NSW",8443
2013-02-01,"NSW",7739
2013-03-01,"NSW",8294
2013-04-01,"NSW",7898
2013-05-01,"NSW",8506
2013-06-01,"NSW",7930
2013-07-01,"NSW",8085
2013-08-01,"NSW",7988
2013-09-01,"NSW",8244
2013-10-01,"NSW",8277
2013-11-01,"NSW",7804
2013-12-01,"NSW",7949
2014-01-01,"NSW",7676
2014-02-01,"NSW",7685
2014-03-01,"NSW",8235
2014-04-01,"NSW",7990
2014-05-01,"NSW",8202
2014-06-01,"NSW",8030
2014-07-01,"NSW",8350
2014-08-01,"NSW",8084
2014-09-01,"NSW",8437
2014-10-01,"NSW",8574
2014-11-01,"NSW",7822
2014-12-01,"NSW",8084
2015-01-01,"NSW",8270
2015-02-01,"NSW",7527
2015-03-01,"NSW",8136
2015-04-01,"NSW",7876
2015-05-01,"NSW",7979
2015-06-01,"NSW",7949
2015-07-01,"NSW",8353
2015-08-01,"NSW",8252
2015-09-01,"NSW",8330
2015-10-01,"NSW",8246
2015-11-01,"NSW",7813
2015-12-01,"NSW",8029
2016-01-01,"NSW",8003
2016-02-01,"NSW",8026
2016-03-01,"NSW",8667
2016-04-01,"NSW",8226
2016-05-01,"NSW",8476
2016-06-01,"NSW",8391
2016-07-01,"NSW",8370
2016-08-01,"NSW",8485
2016-09-01,"NSW",8334
2016-10-01,"NSW",8366
2016-11-01,"NSW",7861
2016-12-01,"NSW",7822
2017-01-01,"NSW",8285
2017-02-01,"NSW",7531
2017-03-01,"NSW",8497
2017-04-01,"NSW",7792
2017-05-01,"NSW",8146
2017-06-01,"NSW",8037
2017-07-01,"NSW",8241
2017-08-01,"NSW",8327
2017-09-01,"NSW",8224
2017-10-01,"NSW",8003
2017-11-01,"NSW",7709
2017-12-01,"NSW",7482
2018-01-01,"NSW",8284
2018-02-01,"NSW",7460
2018-03-01,"NSW",8261
2018-04-01,"NSW",7825
2018-05-01,"NSW",8188
2018-06-01,"NSW",7966
2018-07-01,"NSW",8241
2018-08-01,"NSW",8115
2018-09-01,"NSW",8068
2018-10-01,"NSW",8164
2018-11-01,"NSW",7819
2018-12-01,"NSW",7727
2019-01-01,"NSW",7983
2019-02-01,"NSW",7561
2019-03-01,"NSW",8294
2019-04-01,"NSW",7963
2019-05-01,"NSW",8357
2019-06-01,"NSW",7778
2019-07-01,"NSW",8052
2019-08-01,"NSW",7980
2019-09-01,"NSW",7979
2019-10-01,"NSW",8254
2019-11-01,"NSW",7632
2019-12-01,"NSW",7662
2020-01-01,"NSW",7966
2020-02-01,"NSW",7389
2020-03-01,"NSW",7848
2020-04-01,"NSW",7636
2020-05-01,"NSW",7822
2020-06-01,"NSW",7665
2020-07-01,"NSW",8013
2020-08-01,"NSW",7773
2020-09-01,"NSW",7788
2020-10-01,"NSW",7601
2020-11-01,"NSW",7301
2020-12-01,"NSW",7500
2021-01-01,"NSW",8060
2021-02-01,"NSW",7935
2021-03-01,"NSW",9012
2021-04-01,"NSW",8345
2021-05-01,"NSW",8476
2021-06-01,"NSW",8386
2021-07-01,"NSW",8323
2021-08-01,"NSW",8177
2021-09-01,"NSW",8042
2021-10-01,"NSW",8257
2021-11-01,"NSW",7732
2021-12-01,"NSW",7742
1975-01-01,"NT",185
1975-02-01,"NT",135
1975-03-01,"NT",206
1975-04-01,"NT",209
1975-05-01,"NT",225
1975-06-01,"NT",193
1975-07-01,"NT",196
1975-08-01,"NT",199
1975-09-01,"NT",202
1975-10-01,"NT",178
1975-11-01,"NT",190
1975-12-01,"NT",240
1976-01-01,"NT",245
1976-02-01,"NT",236
1976-03-01,"NT",259
1976-04-01,"NT",260
1976-05-01,"NT",235
1976-06-01,"NT",233
1976-07-01,"NT",209
1976-08-01,"NT",193
1976-09-01,"NT",223
1976-10-01,"NT",185
1976-11-01,"NT",218
1976-12-01,"NT",223
1977-01-01,"NT",197
1977-02-01,"NT",233
1977-03-01,"NT",262
1977-04-01,"NT",241
1977-05-01,"NT",243
1977-06-01,"NT",231
1977-07-01,"NT",238
1977-08-01,"NT",207
1977-09-01,"NT",187
1977-10-01,"NT",216
1977-11-01,"NT",211
1977-12-01,"NT",218
1978-01-01,"NT",239
1978-02-01,"NT",214
1978-03-01,"NT",258
1978-04-01,"NT",236
1978-05-01,"NT",251
1978-06-01,"NT",256
1978-07-01,"NT",191
1978-08-01,"NT",215
1978-09-01,"NT",211
1978-10-01,"NT",239
1978-11-01,"NT",192
1978-12-01,"NT",212
1979-01-01,"NT",212
1979-02-01,"NT",244
1979-03-01,"NT",226
1979-04-01,"NT",205
1979-05-01,"NT",236
1979-06-01,"NT",220
1979-07-01,"NT",234
1979-08-01,"NT",245
1979-09-01,"NT",197
1979-10-01,"NT",196
1979-11-01,"NT",206
1979-12-01,"NT",211
1980-01-01,"NT",248
1980-02-01,"NT",235
1980-03-01,"NT",256
1980-04-01,"NT",235
1980-05-01,"NT",279
1980-06-01,"NT",213
1980-07-01,"NT",241
1980-08-01,"NT",234
1980-09-01,"NT",217
1980-10-01,"NT",218
1980-11-01,"NT",228
1980-12-01,"NT",242
1981-01-01,"NT",252
1981-02-01,"NT",227
1981-03-01,"NT",265
1981-04-01,"NT",258
1981-05-01,"NT",264
1981-06-01,"NT",260
1981-07-01,"NT",240
1981-08-01,"NT",258
1981-09-01,"NT",246
1981-10-01,"NT",235
1981-11-01,"NT",221
1981-12-01,"NT",236
1982-01-01,"NT",259
1982-02-01,"NT",244
1982-03-01,"NT",280
1982-04-01,"NT",265
1982-05-01,"NT",268
1982-06-01,"NT",266
1982-07-01,"NT",219
1982-08-01,"NT",246
1982-09-01,"NT",239
1982-10-01,"NT",243
1982-11-01,"NT",254
1982-12-01,"NT",273
1983-01-01,"NT",230
1983-02-01,"NT",265
1983-03-01,"NT",287
1983-04-01,"NT",316
1983-05-01,"NT",283
1983-06-01,"NT",282
1983-07-01,"NT",273
1983-08-01,"NT",249
1983-09-01,"NT",258
1983-10-01,"NT",220
1983-11-01,"NT",223
1983-12-01,"NT",243
1984-01-01,"NT",229
1984-02-01,"NT",254
1984-03-01,"NT",295
1984-04-01,"NT",304
1984-05-01,"NT",281
1984-06-01,"NT",241
1984-07-01,"NT",258
1984-08-01,"NT",269
1984-09-01,"NT",255
1984-10-01,"NT",249
1984-11-01,"NT",263
1984-12-01,"NT",230
1985-01-01,"NT",298
1985-02-01,"NT",286
1985-03-01,"NT",315
1985-04-01,"NT",278
1985-05-01,"NT",317
1985-06-01,"NT",269
1985-07-01,"NT",297
1985-08-01,"NT",280
1985-09-01,"NT",237
1985-10-01,"NT",285
1985-11-01,"NT",247
1985-12-01,"NT",235
1986-01-01,"NT",288
1986-02-01,"NT",264
1986-03-01,"NT",295
1986-04-01,"NT",295
1986-05-01,"NT",313
1986-06-01,"NT",304
1986-07-01,"NT",245
1986-08-01,"NT",273
1986-09-01,"NT",251
1986-10-01,"NT",277
1986-11-01,"NT",267
1986-12-01,"NT",286
1987-01-01,"NT",286
1987-02-01,"NT",239
1987-03-01,"NT",342
1987-04-01,"NT",305
1987-05-01,"NT",279
1987-06-01,"NT",288
1987-07-01,"NT",300
1987-08-01,"NT",224
1987-09-01,"NT",258
1987-10-01,"NT",259
1987-11-01,"NT",272
1987-12-01,"NT",275
1988-01-01,"NT",285
1988-02-01,"NT",297
1988-03-01,"NT",307
1988-04-01,"NT",289
1988-05-01,"NT",291
1988-06-01,"NT",293
1988-07-01,"NT",284
1988-08-01,"NT",280
1988-09-01,"NT",275
1988-10-01,"NT",272
1988-11-01,"NT",280
1988-12-01,"NT",279
1989-01-01,"NT",301
1989-02-01,"NT",257
1989-03-01,"NT",261
1989-04-01,"NT",313
1989-05-01,"NT",332
1989-06-01,"NT",264
1989-07-01,"NT",267
1989-08-01,"NT",301
1989-09-01,"NT",288
1989-10-01,"NT",297
1989-11-01,"NT",287
1989-12-01,"NT",285
1990-01-01,"NT",263
1990-02-01,"NT",257
1990-03-01,"NT",328
1990-04-01,"NT",310
1990-05-01,"NT",306
1990-06-01,"NT",332
1990-07-01,"NT",286
1990-08-01,"NT",328
1990-09-01,"NT",255
1990-10-01,"NT",296
1990-11-01,"NT",276
1990-12-01,"NT",281
1991-01-01,"NT",307
1991-02-01,"NT",282
1991-03-01,"NT",313
1991-04-01,"NT",355
1991-05-01,"NT",348
1991-06-01,"NT",311
1991-07-01,"NT",320
1991-08-01,"NT",297
1991-09-01,"NT",265
1991-10-01,"NT",290
1991-11-01,"NT",273
1991-12-01,"NT",291
1992-01-01,"NT",310
1992-02-01,"NT",300
1992-03-01,"NT",337
1992-04-01,"NT",334
1992-05-01,"NT",341
1992-06-01,"NT",358
1992-07-01,"NT",316
1992-08-01,"NT",273
1992-09-01,"NT",274
1992-10-01,"NT",315
1992-11-01,"NT",289
1992-12-01,"NT",299
1993-01-01,"NT",279
1993-02-01,"NT",270
1993-03-01,"NT",368
1993-04-01,"NT",317
1993-05-01,"NT",317
1993-06-01,"NT",299
1993-07-01,"NT",317
1993-08-01,"NT",306
1993-09-01,"NT",279
1993-10-01,"NT",302
1993-11-01,"NT",296
1993-12-01,"NT",325
1994-01-01,"NT",290
1994-02-01,"NT",316
1994-03-01,"NT",324
1994-04-01,"NT",306
1994-05-01,"NT",337
1994-06-01,"NT",288
1994-07-01,"NT",286
1994-08-01,"NT",298
1994-09-01,"NT",291
1994-10-01,"NT",301
1994-11-01,"NT",281
1994-12-01,"NT",299
1995-01-01,"NT",342
1995-02-01,"NT",308
1995-03-01,"NT",351
1995-04-01,"NT",299
1995-05-01,"NT",336
1995-06-01,"NT",344
1995-07-01,"NT",314
1995-08-01,"NT",322
1995-09-01,"NT",297
1995-10-01,"NT",307
1995-11-01,"NT",275
1995-12-01,"NT",256
1996-01-01,"NT",278
1996-02-01,"NT",298
1996-03-01,"NT",344
1996-04-01,"NT",308
1996-05-01,"NT",316
1996-06-01,"NT",313
1996-07-01,"NT",310
1996-08-01,"NT",290
1996-09-01,"NT",295
1996-10-01,"NT",294
1996-11-01,"NT",254
1996-12-01,"NT",298
1997-01-01,"NT",305
1997-02-01,"NT",299
1997-03-01,"NT",305
1997-04-01,"NT",313
1997-05-01,"NT",287
1997-06-01,"NT",311
1997-07-01,"NT",310
1997-08-01,"NT",292
1997-09-01,"NT",291
1997-10-01,"NT",289
1997-11-01,"NT",261
1997-12-01,"NT",313
1998-01-01,"NT",318
1998-02-01,"NT",300
1998-03-01,"NT",349
1998-04-01,"NT",321
1998-05-01,"NT",317
1998-06-01,"NT",297
1998-07-01,"NT",306
1998-08-01,"NT",285
1998-09-01,"NT",281
1998-10-01,"NT",285
1998-11-01,"NT",271
1998-12-01,"NT",251
1999-01-01,"NT",330
1999-02-01,"NT",296
1999-03-01,"NT",329
1999-04-01,"NT",328
1999-05-01,"NT",354
1999-06-01,"NT",296
1999-07-01,"NT",292
1999-08-01,"NT",311
1999-09-01,"NT",267
1999-10-01,"NT",288
1999-11-01,"NT",262
1999-12-01,"NT",287
2000-01-01,"NT",313
2000-02-01,"NT",312
2000-03-01,"NT",332
2000-04-01,"NT",337
2000-05-01,"NT",324
2000-06-01,"NT",304
2000-07-01,"NT",273
2000-08-01,"NT",282
2000-09-01,"NT",307
2000-10-01,"NT",307
2000-11-01,"NT",268
2000-12-01,"NT",317
2001-01-01,"NT",335
2001-02-01,"NT",301
2001-03-01,"NT",326
2001-04-01,"NT",352
2001-05-01,"NT",346
2001-06-01,"NT",317
2001-07-01,"NT",298
2001-08-01,"NT",306
2001-09-01,"NT",311
2001-10-01,"NT",301
2001-11-01,"NT",292
2001-12-01,"NT",314
2002-01-01,"NT",332
2002-02-01,"NT",283
2002-03-01,"NT",353
2002-04-01,"NT",325
2002-05-01,"NT",315
2002-06-01,"NT",315
2002-07-01,"NT",327
2002-08-01,"NT",302
2002-09-01,"NT",322
2002-10-01,"NT",319
2002-11-01,"NT",264
2002-12-01,"NT",318
2003-01-01,"NT",327
2003-02-01,"NT",335
2003-03-01,"NT",354
2003-04-01,"NT",292
2003-05-01,"NT",358
2003-06-01,"NT",312
2003-07-01,"NT",300
2003-08-01,"NT",286
2003-09-01,"NT",285
2003-10-01,"NT",319
2003-11-01,"NT",267
2003-12-01,"NT",305
2004-01-01,"NT",301
2004-02-01,"NT",299
2004-03-01,"NT",349
2004-04-01,"NT",333
2004-05-01,"NT",274
2004-06-01,"NT",307
2004-07-01,"NT",309
2004-08-01,"NT",275
2004-09-01,"NT",281
2004-10-01,"NT",270
2004-11-01,"NT",270
2004-12-01,"NT",269
2005-01-01,"NT",283
2005-02-01,"NT",282
2005-03-01,"NT",321
2005-04-01,"NT",301
2005-05-01,"NT",344
2005-06-01,"NT",316
2005-07-01,"NT",318
2005-08-01,"NT",320
2005-09-01,"NT",329
2005-10-01,"NT",313
2005-11-01,"NT",300
2005-12-01,"NT",261
2006-01-01,"NT",307
2006-02-01,"NT",315
2006-03-01,"NT",327
2006-04-01,"NT",330
2006-05-01,"NT",330
2006-06-01,"NT",297
2006-07-01,"NT",297
2006-08-01,"NT",287
2006-09-01,"NT",301
2006-10-01,"NT",304
2006-11-01,"NT",314
2006-12-01,"NT",310
2007-01-01,"NT",314
2007-02-01,"NT",302
2007-03-01,"NT",377
2007-04-01,"NT",348
2007-05-01,"NT",325
2007-06-01,"NT",303
2007-07-01,"NT",313
2007-08-01,"NT",319
2007-09-01,"NT",303
2007-10-01,"NT",305
2007-11-01,"NT",332
2007-12-01,"NT",312
2008-01-01,"NT",350
2008-02-01,"NT",309
2008-03-01,"NT",342
2008-04-01,"NT",326
2008-05-01,"NT",338
2008-06-01,"NT",334
2008-07-01,"NT",327
2008-08-01,"NT",328
2008-09-01,"NT",325
2008-10-01,"NT",303
2008-11-01,"NT",283
2008-12-01,"NT",298
2009-01-01,"NT",326
2009-02-01,"NT",324
2009-03-01,"NT",331
2009-04-01,"NT",368
2009-05-01,"NT",343
2009-06-01,"NT",337
2009-07-01,"NT",333
2009-08-01,"NT",296
2009-09-01,"NT",299
2009-10-01,"NT",335
2009-11-01,"NT",309
2009-12-01,"NT",332
2010-01-01,"NT",310
2010-02-01,"NT",305
2010-03-01,"NT",384
2010-04-01,"NT",332
2010-05-01,"NT",351
2010-06-01,"NT",315
2010-07-01,"NT",328
2010-08-01,"NT",300
2010-09-01,"NT",344
2010-10-01,"NT",308
2010-11-01,"NT",298
2010-12-01,"NT",315
2011-01-01,"NT",309
2011-02-01,"NT",319
2011-03-01,"NT",358
2011-04-01,"NT",341
2011-05-01,"NT",338
2011-06-01,"NT",371
2011-07-01,"NT",343
2011-08-01,"NT",353
2011-09-01,"NT",302
2011-10-01,"NT",314
2011-11-01,"NT",288
2011-12-01,"NT",291
2012-01-01,"NT",338
2012-02-01,"NT",340
2012-03-01,"NT",368
2012-04-01,"NT",339
2012-05-01,"NT",387
2012-06-01,"NT",362
2012-07-01,"NT",352
2012-08-01,"NT",341
2012-09-01,"NT",313
2012-10-01,"NT",320
2012-11-01,"NT",304
2012-12-01,"NT",318
2013-01-01,"NT",360
2013-02-01,"NT",337
2013-03-01,"NT",328
2013-04-01,"NT",357
2013-05-01,"NT",366
2013-06-01,"NT",359
2013-07-01,"NT",331
2013-08-01,"NT",317
2013-09-01,"NT",315
2013-10-01,"NT",315
2013-11-01,"NT",329
2013-12-01,"NT",339
2014-01-01,"NT",319
2014-02-01,"NT",307
2014-03-01,"NT",379
2014-04-01,"NT",350
2014-05-01,"NT",370
2014-06-01,"NT",326
2014-07-01,"NT",334
2014-08-01,"NT",323
2014-09-01,"NT",317
2014-10-01,"NT",324
2014-11-01,"NT",316
2014-12-01,"NT",324
2015-01-01,"NT",347
2015-02-01,"NT",308
2015-03-01,"NT",408
2015-04-01,"NT",368
2015-05-01,"NT",367
2015-06-01,"NT",356
2015-07-01,"NT",335
2015-08-01,"NT",315
2015-09-01,"NT",314
2015-10-01,"NT",332
2015-11-01,"NT",292
2015-12-01,"NT",307
2016-01-01,"NT",332
2016-02-01,"NT",349
2016-03-01,"NT",353
2016-04-01,"NT",365
2016-05-01,"NT",359
2016-06-01,"NT",335
2016-07-01,"NT",310
2016-08-01,"NT",303
2016-09-01,"NT",345
2016-10-01,"NT",316
2016-11-01,"NT",313
2016-12-01,"NT",348
2017-01-01,"NT",336
2017-02-01,"NT",323
2017-03-01,"NT",335
2017-04-01,"NT",369
2017-05-01,"NT",367
2017-06-01,"NT",334
2017-07-01,"NT",299
2017-08-01,"NT",296
2017-09-01,"NT",297
2017-10-01,"NT",305
2017-11-01,"NT",286
2017-12-01,"NT",318
2018-01-01,"NT",321
2018-02-01,"NT",300
2018-03-01,"NT",346
2018-04-01,"NT",321
2018-05-01,"NT",367
2018-06-01,"NT",308
2018-07-01,"NT",315
2018-08-01,"NT",316
2018-09-01,"NT",273
2018-10-01,"NT",297
2018-11-01,"NT",314
2018-12-01,"NT",288
2019-01-01,"NT",308
2019-02-01,"NT",325
2019-03-01,"NT",325
2019-04-01,"NT",312
2019-05-01,"NT",312
2019-06-01,"NT",287
2019-07-01,"NT",290
2019-08-01,"NT",297
2019-09-01,"NT",293
2019-10-01,"NT",261
2019-11-01,"NT",277
2019-12-01,"NT",302
2020-01-01,"NT",318
2020-02-01,"NT",292
2020-03-01,"NT",325
2020-04-01,"NT",315
2020-05-01,"NT",320
2020-06-01,"NT",321
2020-07-01,"NT",346
2020-08-01,"NT",280
2020-09-01,"NT",280
2020-10-01,"NT",314
2020-11-01,"NT",253
2020-12-01,"NT",308
2021-01-01,"NT",349
2021-02-01,"NT",338
2021-03-01,"NT",342
2021-04-01,"NT",350
2021-05-01,"NT",355
2021-06-01,"NT",299
2021-07-01,"NT",301
2021-08-01,"NT",296
2021-09-01,"NT",271
2021-10-01,"NT",323
2021-11-01,"NT",283
2021-12-01,"NT",298
1975-01-01,"QLD",3193
1975-02-01,"QLD",3004
1975-03-01,"QLD",3264
1975-04-01,"QLD",3041
1975-05-01,"QLD",3145
1975-06-01,"QLD",3027
1975-07-01,"QLD",3193
1975-08-01,"QLD",2918
1975-09-01,"QLD",2923
1975-10-01,"QLD",2901
1975-11-01,"QLD",2838
1975-12-01,"QLD",2831
1976-01-01,"QLD",2994
1976-02-01,"QLD",2938
1976-03-01,"QLD",3176
1976-04-01,"QLD",3073
1976-05-01,"QLD",2979
1976-06-01,"QLD",2874
1976-07-01,"QLD",2940
1976-08-01,"QLD",2890
1976-09-01,"QLD",2838
1976-10-01,"QLD",2773
1976-11-01,"QLD",2897
1976-12-01,"QLD",2769
1977-01-01,"QLD",2922
1977-02-01,"QLD",2873
1977-03-01,"QLD",3247
1977-04-01,"QLD",2960
1977-05-01,"QLD",3034
1977-06-01,"QLD",3053
1977-07-01,"QLD",3095
1977-08-01,"QLD",2832
1977-09-01,"QLD",2833
1977-10-01,"QLD",2773
1977-11-01,"QLD",2796
1977-12-01,"QLD",2804
1978-01-01,"QLD",2833
1978-02-01,"QLD",2861
1978-03-01,"QLD",3226
1978-04-01,"QLD",2995
1978-05-01,"QLD",3076
1978-06-01,"QLD",2891
1978-07-01,"QLD",2791
1978-08-01,"QLD",2945
1978-09-01,"QLD",2933
1978-10-01,"QLD",2807
1978-11-01,"QLD",2641
1978-12-01,"QLD",2754
1979-01-01,"QLD",2863
1979-02-01,"QLD",2880
1979-03-01,"QLD",3276
1979-04-01,"QLD",3061
1979-05-01,"QLD",3231
1979-06-01,"QLD",2972
1979-07-01,"QLD",2936
1979-08-01,"QLD",2904
1979-09-01,"QLD",2864
1979-10-01,"QLD",2791
1979-11-01,"QLD",2767
1979-12-01,"QLD",2696
1980-01-01,"QLD",2952
1980-02-01,"QLD",2947
1980-03-01,"QLD",3185
1980-04-01,"QLD",3047
1980-05-01,"QLD",3292
1980-06-01,"QLD",3105
1980-07-01,"QLD",3072
1980-08-01,"QLD",2866
1980-09-01,"QLD",2828
1980-10-01,"QLD",2819
1980-11-01,"QLD",2598
1980-12-01,"QLD",3138
1981-01-01,"QLD",3233
1981-02-01,"QLD",3126
1981-03-01,"QLD",3482
1981-04-01,"QLD",3464
1981-05-01,"QLD",3440
1981-06-01,"QLD",3350
1981-07-01,"QLD",3256
1981-08-01,"QLD",3387
1981-09-01,"QLD",3241
1981-10-01,"QLD",3270
1981-11-01,"QLD",2842
1981-12-01,"QLD",3215
1982-01-01,"QLD",3292
1982-02-01,"QLD",3236
1982-03-01,"QLD",3709
1982-04-01,"QLD",3429
1982-05-01,"QLD",3469
1982-06-01,"QLD",3522
1982-07-01,"QLD",3372
1982-08-01,"QLD",3569
1982-09-01,"QLD",3329
1982-10-01,"QLD",3252
1982-11-01,"QLD",3189
1982-12-01,"QLD",3282
1983-01-01,"QLD",3541
1983-02-01,"QLD",3470
1983-03-01,"QLD",3987
1983-04-01,"QLD",3712
1983-05-01,"QLD",3663
1983-06-01,"QLD",3520
1983-07-01,"QLD",3594
1983-08-01,"QLD",3553
1983-09-01,"QLD",3415
1983-10-01,"QLD",3317
1983-11-01,"QLD",3133
1983-12-01,"QLD",3168
1984-01-01,"QLD",3388
1984-02-01,"QLD",3244
1984-03-01,"QLD",3698
1984-04-01,"QLD",3394
1984-05-01,"QLD",3511
1984-06-01,"QLD",3364
1984-07-01,"QLD",3404
1984-08-01,"QLD",3534
1984-09-01,"QLD",3318
1984-10-01,"QLD",3294
1984-11-01,"QLD",3086
1984-12-01,"QLD",3187
1985-01-01,"QLD",3476
1985-02-01,"QLD",3256
1985-03-01,"QLD",3637
1985-04-01,"QLD",3455
1985-05-01,"QLD",3476
1985-06-01,"QLD",3320
1985-07-01,"QLD",3460
1985-08-01,"QLD",3346
1985-09-01,"QLD",3263
1985-10-01,"QLD",3241
1985-11-01,"QLD",3226
1985-12-01,"QLD",3182
1986-01-01,"QLD",3366
1986-02-01,"QLD",3143
1986-03-01,"QLD",3699
1986-04-01,"QLD",3411
1986-05-01,"QLD",3599
1986-06-01,"QLD",3429
1986-07-01,"QLD",3569
1986-08-01,"QLD",3448
1986-09-01,"QLD",3337
1986-10-01,"QLD",3363
1986-11-01,"QLD",3043
1986-12-01,"QLD",3302
1987-01-01,"QLD",3308
1987-02-01,"QLD",3077
1987-03-01,"QLD",3592
1987-04-01,"QLD",3523
1987-05-01,"QLD",3347
1987-06-01,"QLD",3252
1987-07-01,"QLD",3497
1987-08-01,"QLD",3367
1987-09-01,"QLD",3354
1987-10-01,"QLD",3139
1987-11-01,"QLD",2998
1987-12-01,"QLD",3264
1988-01-01,"QLD",3231
1988-02-01,"QLD",3215
1988-03-01,"QLD",3634
1988-04-01,"QLD",3439
1988-05-01,"QLD",3545
1988-06-01,"QLD",3468
1988-07-01,"QLD",3561
1988-08-01,"QLD",3514
1988-09-01,"QLD",3525
1988-10-01,"QLD",3441
1988-11-01,"QLD",3367
1988-12-01,"QLD",3537
1989-01-01,"QLD",3312
1989-02-01,"QLD",3338
1989-03-01,"QLD",3761
1989-04-01,"QLD",3445
1989-05-01,"QLD",3660
1989-06-01,"QLD",3607
1989-07-01,"QLD",3731
1989-08-01,"QLD",3762
1989-09-01,"QLD",3698
1989-10-01,"QLD",3592
1989-11-01,"QLD",3508
1989-12-01,"QLD",3539
1990-01-01,"QLD",3574
1990-02-01,"QLD",3455
1990-03-01,"QLD",3977
1990-04-01,"QLD",3691
1990-05-01,"QLD",4004
1990-06-01,"QLD",3794
1990-07-01,"QLD",3940
1990-08-01,"QLD",3892
1990-09-01,"QLD",3836
1990-10-01,"QLD",3837
1990-11-01,"QLD",3485
1990-12-01,"QLD",3642
1991-01-01,"QLD",3676
1991-02-01,"QLD",3489
1991-03-01,"QLD",3945
1991-04-01,"QLD",3839
1991-05-01,"QLD",3920
1991-06-01,"QLD",3788
1991-07-01,"QLD",3920
1991-08-01,"QLD",3814
1991-09-01,"QLD",3781
1991-10-01,"QLD",3649
1991-11-01,"QLD",3386
1991-12-01,"QLD",3667
1992-01-01,"QLD",3845
1992-02-01,"QLD",3773
1992-03-01,"QLD",4085
1992-04-01,"QLD",3912
1992-05-01,"QLD",4125
1992-06-01,"QLD",3967
1992-07-01,"QLD",4000
1992-08-01,"QLD",3887
1992-09-01,"QLD",3948
1992-10-01,"QLD",3870
1992-11-01,"QLD",3659
1992-12-01,"QLD",3681
1993-01-01,"QLD",3845
1993-02-01,"QLD",3586
1993-03-01,"QLD",4268
1993-04-01,"QLD",3941
1993-05-01,"QLD",4118
1993-06-01,"QLD",4014
1993-07-01,"QLD",4054
1993-08-01,"QLD",4101
1993-09-01,"QLD",4008
1993-10-01,"QLD",4099
1993-11-01,"QLD",3630
1993-12-01,"QLD",3875
1994-01-01,"QLD",3859
1994-02-01,"QLD",3766
1994-03-01,"QLD",4301
1994-04-01,"QLD",3914
1994-05-01,"QLD",4073
1994-06-01,"QLD",3951
1994-07-01,"QLD",4123
1994-08-01,"QLD",4066
1994-09-01,"QLD",4002
1994-10-01,"QLD",4040
1994-11-01,"QLD",3836
1994-12-01,"QLD",3969
1995-01-01,"QLD",4061
1995-02-01,"QLD",3823
1995-03-01,"QLD",4390
1995-04-01,"QLD",3967
1995-05-01,"QLD",4247
1995-06-01,"QLD",4007
1995-07-01,"QLD",4150
1995-08-01,"QLD",4141
1995-09-01,"QLD",4127
1995-10-01,"QLD",4079
1995-11-01,"QLD",3750
1995-12-01,"QLD",3613
1996-01-01,"QLD",3925
1996-02-01,"QLD",3889
1996-03-01,"QLD",4169
1996-04-01,"QLD",3960
1996-05-01,"QLD",4174
1996-06-01,"QLD",3902
1996-07-01,"QLD",4096
1996-08-01,"QLD",4139
1996-09-01,"QLD",4117
1996-10-01,"QLD",3992
1996-11-01,"QLD",3672
1996-12-01,"QLD",3838
1997-01-01,"QLD",3843
1997-02-01,"QLD",3610
1997-03-01,"QLD",4066
1997-04-01,"QLD",4049
1997-05-01,"QLD",4164
1997-06-01,"QLD",4097
1997-07-01,"QLD",4270
1997-08-01,"QLD",4138
1997-09-01,"QLD",4082
1997-10-01,"QLD",4098
1997-11-01,"QLD",3631
1997-12-01,"QLD",3854
1998-01-01,"QLD",4029
1998-02-01,"QLD",3793
1998-03-01,"QLD",4246
1998-04-01,"QLD",4148
1998-05-01,"QLD",4084
1998-06-01,"QLD",3923
1998-07-01,"QLD",4269
1998-08-01,"QLD",4082
