"fecha","Type","Count"
1998-01-01,"Blackmail and extortion",4
1998-02-01,"Blackmail and extortion",7
1998-03-01,"Blackmail and extortion",7
1998-04-01,"Blackmail and extortion",8
1998-05-01,"Blackmail and extortion",1
1998-06-01,"Blackmail and extortion",6
1998-07-01,"Blackmail and extortion",5
1998-08-01,"Blackmail and extortion",16
1998-09-01,"Blackmail and extortion",7
1998-10-01,"Blackmail and extortion",2
1998-11-01,"Blackmail and extortion",3
1998-12-01,"Blackmail and extortion",3
1999-01-01,"Blackmail and extortion",3
1999-02-01,"Blackmail and extortion",2
1999-03-01,"Blackmail and extortion",7
1999-04-01,"Blackmail and extortion",7
1999-05-01,"Blackmail and extortion",2
1999-06-01,"Blackmail and extortion",3
1999-07-01,"Blackmail and extortion",4
1999-08-01,"Blackmail and extortion",2
1999-09-01,"Blackmail and extortion",11
1999-10-01,"Blackmail and extortion",4
1999-11-01,"Blackmail and extortion",5
1999-12-01,"Blackmail and extortion",17
2000-01-01,"Blackmail and extortion",7
2000-02-01,"Blackmail and extortion",4
2000-03-01,"Blackmail and extortion",2
2000-04-01,"Blackmail and extortion",3
2000-05-01,"Blackmail and extortion",5
2000-06-01,"Blackmail and extortion",7
2000-07-01,"Blackmail and extortion",6
2000-08-01,"Blackmail and extortion",4
2000-09-01,"Blackmail and extortion",4
2000-10-01,"Blackmail and extortion",5
2000-11-01,"Blackmail and extortion",6
2000-12-01,"Blackmail and extortion",1
2001-01-01,"Blackmail and extortion",5
2001-02-01,"Blackmail and extortion",4
2001-03-01,"Blackmail and extortion",2
2001-04-01,"Blackmail and extortion",5
2001-05-01,"Blackmail and extortion",3
2001-06-01,"Blackmail and extortion",3
2001-07-01,"Blackmail and extortion",8
2001-08-01,"Blackmail and extortion",11
2001-09-01,"Blackmail and extortion",1
2001-10-01,"Blackmail and extortion",7
2001-11-01,"Blackmail and extortion",5
2001-12-01,"Blackmail and extortion",3
2002-01-01,"Blackmail and extortion",5
2002-02-01,"Blackmail and extortion",7
2002-03-01,"Blackmail and extortion",3
2002-04-01,"Blackmail and extortion",5
2002-05-01,"Blackmail and extortion",6
2002-06-01,"Blackmail and extortion",4
2002-07-01,"Blackmail and extortion",8
2002-08-01,"Blackmail and extortion",6
2002-09-01,"Blackmail and extortion",4
2002-10-01,"Blackmail and extortion",4
2002-11-01,"Blackmail and extortion",3
2002-12-01,"Blackmail and extortion",0
2003-01-01,"Blackmail and extortion",3
2003-02-01,"Blackmail and extortion",6
2003-03-01,"Blackmail and extortion",3
2003-04-01,"Blackmail and extortion",5
2003-05-01,"Blackmail and extortion",9
2003-06-01,"Blackmail and extortion",8
2003-07-01,"Blackmail and extortion",4
2003-08-01,"Blackmail and extortion",2
2003-09-01,"Blackmail and extortion",2
2003-10-01,"Blackmail and extortion",3
2003-11-01,"Blackmail and extortion",4
2003-12-01,"Blackmail and extortion",5
2004-01-01,"Blackmail and extortion",2
2004-02-01,"Blackmail and extortion",4
2004-03-01,"Blackmail and extortion",6
2004-04-01,"Blackmail and extortion",10
2004-05-01,"Blackmail and extortion",3
2004-06-01,"Blackmail and extortion",2
2004-07-01,"Blackmail and extortion",3
2004-08-01,"Blackmail and extortion",7
2004-09-01,"Blackmail and extortion",5
2004-10-01,"Blackmail and extortion",4
2004-11-01,"Blackmail and extortion",7
2004-12-01,"Blackmail and extortion",10
2005-01-01,"Blackmail and extortion",4
2005-02-01,"Blackmail and extortion",8
2005-03-01,"Blackmail and extortion",6
2005-04-01,"Blackmail and extortion",5
2005-05-01,"Blackmail and extortion",3
2005-06-01,"Blackmail and extortion",2
2005-07-01,"Blackmail and extortion",1
2005-08-01,"Blackmail and extortion",6
2005-09-01,"Blackmail and extortion",14
2005-10-01,"Blackmail and extortion",2
2005-11-01,"Blackmail and extortion",5
2005-12-01,"Blackmail and extortion",3
2006-01-01,"Blackmail and extortion",1
2006-02-01,"Blackmail and extortion",12
2006-03-01,"Blackmail and extortion",4
2006-04-01,"Blackmail and extortion",4
2006-05-01,"Blackmail and extortion",5
2006-06-01,"Blackmail and extortion",5
2006-07-01,"Blackmail and extortion",4
2006-08-01,"Blackmail and extortion",10
2006-09-01,"Blackmail and extortion",5
2006-10-01,"Blackmail and extortion",11
2006-11-01,"Blackmail and extortion",6
2006-12-01,"Blackmail and extortion",4
2007-01-01,"Blackmail and extortion",1
2007-02-01,"Blackmail and extortion",3
2007-03-01,"Blackmail and extortion",7
2007-04-01,"Blackmail and extortion",6
2007-05-01,"Blackmail and extortion",5
2007-06-01,"Blackmail and extortion",4
2007-07-01,"Blackmail and extortion",8
2007-08-01,"Blackmail and extortion",6
2007-09-01,"Blackmail and extortion",4
2007-10-01,"Blackmail and extortion",8
2007-11-01,"Blackmail and extortion",4
2007-12-01,"Blackmail and extortion",3
2008-01-01,"Blackmail and extortion",6
2008-02-01,"Blackmail and extortion",5
2008-03-01,"Blackmail and extortion",13
2008-04-01,"Blackmail and extortion",11
2008-05-01,"Blackmail and extortion",5
2008-06-01,"Blackmail and extortion",7
2008-07-01,"Blackmail and extortion",3
2008-08-01,"Blackmail and extortion",3
2008-09-01,"Blackmail and extortion",7
2008-10-01,"Blackmail and extortion",4
2008-11-01,"Blackmail and extortion",17
2008-12-01,"Blackmail and extortion",5
2009-01-01,"Blackmail and extortion",5
2009-02-01,"Blackmail and extortion",5
2009-03-01,"Blackmail and extortion",6
2009-04-01,"Blackmail and extortion",7
2009-05-01,"Blackmail and extortion",9
2009-06-01,"Blackmail and extortion",57
2009-07-01,"Blackmail and extortion",7
2009-08-01,"Blackmail and extortion",5
2009-09-01,"Blackmail and extortion",5
2009-10-01,"Blackmail and extortion",11
2009-11-01,"Blackmail and extortion",13
2009-12-01,"Blackmail and extortion",28
2010-01-01,"Blackmail and extortion",33
2010-02-01,"Blackmail and extortion",1
2010-03-01,"Blackmail and extortion",14
2010-04-01,"Blackmail and extortion",19
2010-05-01,"Blackmail and extortion",13
2010-06-01,"Blackmail and extortion",14
2010-07-01,"Blackmail and extortion",8
2010-08-01,"Blackmail and extortion",8
2010-09-01,"Blackmail and extortion",6
2010-10-01,"Blackmail and extortion",3
2010-11-01,"Blackmail and extortion",8
2010-12-01,"Blackmail and extortion",4
2011-01-01,"Blackmail and extortion",9
2011-02-01,"Blackmail and extortion",6
2011-03-01,"Blackmail and extortion",9
2011-04-01,"Blackmail and extortion",16
2011-05-01,"Blackmail and extortion",10
2011-06-01,"Blackmail and extortion",8
2011-07-01,"Blackmail and extortion",12
2011-08-01,"Blackmail and extortion",7
2011-09-01,"Blackmail and extortion",8
2011-10-01,"Blackmail and extortion",6
2011-11-01,"Blackmail and extortion",3
2011-12-01,"Blackmail and extortion",5
2012-01-01,"Blackmail and extortion",9
2012-02-01,"Blackmail and extortion",9
2012-03-01,"Blackmail and extortion",5
2012-04-01,"Blackmail and extortion",5
2012-05-01,"Blackmail and extortion",9
2012-06-01,"Blackmail and extortion",7
2012-07-01,"Blackmail and extortion",9
2012-08-01,"Blackmail and extortion",15
2012-09-01,"Blackmail and extortion",13
2012-10-01,"Blackmail and extortion",12
2012-11-01,"Blackmail and extortion",11
2012-12-01,"Blackmail and extortion",10
2013-01-01,"Blackmail and extortion",10
2013-02-01,"Blackmail and extortion",5
2013-03-01,"Blackmail and extortion",14
2013-04-01,"Blackmail and extortion",3
2013-05-01,"Blackmail and extortion",10
2013-06-01,"Blackmail and extortion",6
2013-07-01,"Blackmail and extortion",10
2013-08-01,"Blackmail and extortion",5
2013-09-01,"Blackmail and extortion",7
2013-10-01,"Blackmail and extortion",7
2013-11-01,"Blackmail and extortion",7
2013-12-01,"Blackmail and extortion",10
2014-01-01,"Blackmail and extortion",14
2014-02-01,"Blackmail and extortion",5
2014-03-01,"Blackmail and extortion",13
2014-04-01,"Blackmail and extortion",9
2014-05-01,"Blackmail and extortion",6
2014-06-01,"Blackmail and extortion",7
2014-07-01,"Blackmail and extortion",9
2014-08-01,"Blackmail and extortion",3
2014-09-01,"Blackmail and extortion",4
2014-10-01,"Blackmail and extortion",10
2014-11-01,"Blackmail and extortion",16
2014-12-01,"Blackmail and extortion",10
2015-01-01,"Blackmail and extortion",8
2015-02-01,"Blackmail and extortion",9
2015-03-01,"Blackmail and extortion",6
2015-04-01,"Blackmail and extortion",9
2015-05-01,"Blackmail and extortion",12
2015-06-01,"Blackmail and extortion",8
2015-07-01,"Blackmail and extortion",14
2015-08-01,"Blackmail and extortion",13
2015-09-01,"Blackmail and extortion",18
2015-10-01,"Blackmail and extortion",20
2015-11-01,"Blackmail and extortion",9
2015-12-01,"Blackmail and extortion",11
2016-01-01,"Blackmail and extortion",12
2016-02-01,"Blackmail and extortion",14
2016-03-01,"Blackmail and extortion",5
2016-04-01,"Blackmail and extortion",9
2016-05-01,"Blackmail and extortion",5
2016-06-01,"Blackmail and extortion",5
2016-07-01,"Blackmail and extortion",12
2016-08-01,"Blackmail and extortion",11
2016-09-01,"Blackmail and extortion",11
2016-10-01,"Blackmail and extortion",9
2016-11-01,"Blackmail and extortion",10
2016-12-01,"Blackmail and extortion",8
2017-01-01,"Blackmail and extortion",4
2017-02-01,"Blackmail and extortion",5
2017-03-01,"Blackmail and extortion",8
2017-04-01,"Blackmail and extortion",13
2017-05-01,"Blackmail and extortion",6
2017-06-01,"Blackmail and extortion",6
2017-07-01,"Blackmail and extortion",9
2017-08-01,"Blackmail and extortion",8
2017-09-01,"Blackmail and extortion",5
2017-10-01,"Blackmail and extortion",10
2017-11-01,"Blackmail and extortion",10
2017-12-01,"Blackmail and extortion",3
2018-01-01,"Blackmail and extortion",8
2018-02-01,"Blackmail and extortion",11
2018-03-01,"Blackmail and extortion",5
2018-04-01,"Blackmail and extortion",14
2018-05-01,"Blackmail and extortion",12
2018-06-01,"Blackmail and extortion",13
2018-07-01,"Blackmail and extortion",10
2018-08-01,"Blackmail and extortion",13
2018-09-01,"Blackmail and extortion",9
2018-10-01,"Blackmail and extortion",7
2018-11-01,"Blackmail and extortion",7
2018-12-01,"Blackmail and extortion",7
2019-01-01,"Blackmail and extortion",2
2019-02-01,"Blackmail and extortion",11
2019-03-01,"Blackmail and extortion",7
2019-04-01,"Blackmail and extortion",3
2019-05-01,"Blackmail and extortion",4
2019-06-01,"Blackmail and extortion",12
2019-07-01,"Blackmail and extortion",5
2019-08-01,"Blackmail and extortion",6
2019-09-01,"Blackmail and extortion",5
2019-10-01,"Blackmail and extortion",11
2019-11-01,"Blackmail and extortion",9
2019-12-01,"Blackmail and extortion",4
2020-01-01,"Blackmail and extortion",9
2020-02-01,"Blackmail and extortion",9
2020-03-01,"Blackmail and extortion",6
2020-04-01,"Blackmail and extortion",10
2020-05-01,"Blackmail and extortion",7
2020-06-01,"Blackmail and extortion",3
2020-07-01,"Blackmail and extortion",7
2020-08-01,"Blackmail and extortion",7
2020-09-01,"Blackmail and extortion",3
2020-10-01,"Blackmail and extortion",13
2020-11-01,"Blackmail and extortion",10
2020-12-01,"Blackmail and extortion",10
2021-01-01,"Blackmail and extortion",13
2021-02-01,"Blackmail and extortion",17
2021-03-01,"Blackmail and extortion",8
2021-04-01,"Blackmail and extortion",8
2021-05-01,"Blackmail and extortion",19
2021-06-01,"Blackmail and extortion",6
2021-07-01,"Blackmail and extortion",8
2021-08-01,"Blackmail and extortion",11
2021-09-01,"Blackmail and extortion",7
2021-10-01,"Blackmail and extortion",16
2021-11-01,"Blackmail and extortion",9
2021-12-01,"Blackmail and extortion",5
2022-01-01,"Blackmail and extortion",11
2022-02-01,"Blackmail and extortion",7
2022-03-01,"Blackmail and extortion",17
2022-04-01,"Blackmail and extortion",16
2022-05-01,"Blackmail and extortion",24
2022-06-01,"Blackmail and extortion",34
2022-07-01,"Blackmail and extortion",59
2022-08-01,"Blackmail and extortion",143
2022-09-01,"Blackmail and extortion",125
2022-10-01,"Blackmail and extortion",128
2022-11-01,"Blackmail and extortion",128
2022-12-01,"Blackmail and extortion",152
2023-01-01,"Blackmail and extortion",196
2023-02-01,"Blackmail and extortion",160
2023-03-01,"Blackmail and extortion",146
2023-04-01,"Blackmail and extortion",145
2023-05-01,"Blackmail and extortion",167
2023-06-01,"Blackmail and extortion",165
2023-07-01,"Blackmail and extortion",197
2023-08-01,"Blackmail and extortion",178
2023-09-01,"Blackmail and extortion",145
2023-10-01,"Blackmail and extortion",128
2023-11-01,"Blackmail and extortion",114
2023-12-01,"Blackmail and extortion",113
1995-01-01,"Disorderly conduct",1272
1995-02-01,"Disorderly conduct",1106
1995-03-01,"Disorderly conduct",1113
1995-04-01,"Disorderly conduct",1063
1995-05-01,"Disorderly conduct",1002
1995-06-01,"Disorderly conduct",942
1995-07-01,"Disorderly conduct",907
1995-08-01,"Disorderly conduct",904
1995-09-01,"Disorderly conduct",963
1995-10-01,"Disorderly conduct",977
1995-11-01,"Disorderly conduct",986
1995-12-01,"Disorderly conduct",1265
1996-01-01,"Disorderly conduct",1291
1996-02-01,"Disorderly conduct",1053
1996-03-01,"Disorderly conduct",1196
1996-04-01,"Disorderly conduct",1077
1996-05-01,"Disorderly conduct",1083
1996-06-01,"Disorderly conduct",977
1996-07-01,"Disorderly conduct",969
1996-08-01,"Disorderly conduct",1049
1996-09-01,"Disorderly conduct",1049
1996-10-01,"Disorderly conduct",1080
1996-11-01,"Disorderly conduct",1025
1996-12-01,"Disorderly conduct",1282
1997-01-01,"Disorderly conduct",1420
1997-02-01,"Disorderly conduct",1166
1997-03-01,"Disorderly conduct",1306
1997-04-01,"Disorderly conduct",1141
1997-05-01,"Disorderly conduct",1047
1997-06-01,"Disorderly conduct",980
1997-07-01,"Disorderly conduct",931
1997-08-01,"Disorderly conduct",1089
1997-09-01,"Disorderly conduct",1150
1997-10-01,"Disorderly conduct",1188
1997-11-01,"Disorderly conduct",1371
1997-12-01,"Disorderly conduct",1430
1998-01-01,"Disorderly conduct",1541
1998-02-01,"Disorderly conduct",1204
1998-03-01,"Disorderly conduct",1401
1998-04-01,"Disorderly conduct",1212
1998-05-01,"Disorderly conduct",1245
1998-06-01,"Disorderly conduct",1246
1998-07-01,"Disorderly conduct",1267
1998-08-01,"Disorderly conduct",1381
1998-09-01,"Disorderly conduct",1626
1998-10-01,"Disorderly conduct",1738
1998-11-01,"Disorderly conduct",1674
1998-12-01,"Disorderly conduct",1887
1999-01-01,"Disorderly conduct",2030
1999-02-01,"Disorderly conduct",1789
1999-03-01,"Disorderly conduct",1879
1999-04-01,"Disorderly conduct",1607
1999-05-01,"Disorderly conduct",1696
1999-06-01,"Disorderly conduct",1468
1999-07-01,"Disorderly conduct",1617
1999-08-01,"Disorderly conduct",1698
1999-09-01,"Disorderly conduct",1603
1999-10-01,"Disorderly conduct",1706
1999-11-01,"Disorderly conduct",1556
1999-12-01,"Disorderly conduct",1656
2000-01-01,"Disorderly conduct",1927
2000-02-01,"Disorderly conduct",1658
2000-03-01,"Disorderly conduct",1599
2000-04-01,"Disorderly conduct",1594
2000-05-01,"Disorderly conduct",1411
2000-06-01,"Disorderly conduct",1502
2000-07-01,"Disorderly conduct",1571
2000-08-01,"Disorderly conduct",1532
2000-09-01,"Disorderly conduct",1495
2000-10-01,"Disorderly conduct",1709
2000-11-01,"Disorderly conduct",1564
2000-12-01,"Disorderly conduct",1651
2001-01-01,"Disorderly conduct",1835
2001-02-01,"Disorderly conduct",1778
2001-03-01,"Disorderly conduct",1725
2001-04-01,"Disorderly conduct",1570
2001-05-01,"Disorderly conduct",1457
2001-06-01,"Disorderly conduct",1655
2001-07-01,"Disorderly conduct",1588
2001-08-01,"Disorderly conduct",1739
2001-09-01,"Disorderly conduct",1764
2001-10-01,"Disorderly conduct",1749
2001-11-01,"Disorderly conduct",1653
2001-12-01,"Disorderly conduct",1804
2002-01-01,"Disorderly conduct",1932
2002-02-01,"Disorderly conduct",1771
2002-03-01,"Disorderly conduct",1881
2002-04-01,"Disorderly conduct",1643
2002-05-01,"Disorderly conduct",1590
2002-06-01,"Disorderly conduct",1521
2002-07-01,"Disorderly conduct",1552
2002-08-01,"Disorderly conduct",1698
2002-09-01,"Disorderly conduct",1772
2002-10-01,"Disorderly conduct",1820
2002-11-01,"Disorderly conduct",1797
2002-12-01,"Disorderly conduct",1950
2003-01-01,"Disorderly conduct",2072
2003-02-01,"Disorderly conduct",1781
2003-03-01,"Disorderly conduct",2018
2003-04-01,"Disorderly conduct",1581
2003-05-01,"Disorderly conduct",1705
2003-06-01,"Disorderly conduct",1642
2003-07-01,"Disorderly conduct",1523
2003-08-01,"Disorderly conduct",1563
2003-09-01,"Disorderly conduct",1601
2003-10-01,"Disorderly conduct",1620
2003-11-01,"Disorderly conduct",1598
2003-12-01,"Disorderly conduct",1728
2004-01-01,"Disorderly conduct",1849
2004-02-01,"Disorderly conduct",1592
2004-03-01,"Disorderly conduct",1721
2004-04-01,"Disorderly conduct",1600
2004-05-01,"Disorderly conduct",1500
2004-06-01,"Disorderly conduct",1456
2004-07-01,"Disorderly conduct",1459
2004-08-01,"Disorderly conduct",1658
2004-09-01,"Disorderly conduct",1582
2004-10-01,"Disorderly conduct",1660
2004-11-01,"Disorderly conduct",1736
2004-12-01,"Disorderly conduct",2013
2005-01-01,"Disorderly conduct",2198
2005-02-01,"Disorderly conduct",1778
2005-03-01,"Disorderly conduct",1946
2005-04-01,"Disorderly conduct",1822
2005-05-01,"Disorderly conduct",1787
2005-06-01,"Disorderly conduct",1631
2005-07-01,"Disorderly conduct",1758
2005-08-01,"Disorderly conduct",1607
2005-09-01,"Disorderly conduct",1805
2005-10-01,"Disorderly conduct",1946
2005-11-01,"Disorderly conduct",1739
2005-12-01,"Disorderly conduct",1988
2006-01-01,"Disorderly conduct",1967
2006-02-01,"Disorderly conduct",1702
2006-03-01,"Disorderly conduct",1914
2006-04-01,"Disorderly conduct",1843
2006-05-01,"Disorderly conduct",1531
2006-06-01,"Disorderly conduct",1540
2006-07-01,"Disorderly conduct",1665
2006-08-01,"Disorderly conduct",1729
2006-09-01,"Disorderly conduct",1758
2006-10-01,"Disorderly conduct",1917
2006-11-01,"Disorderly conduct",1803
2006-12-01,"Disorderly conduct",2093
2007-01-01,"Disorderly conduct",2237
2007-02-01,"Disorderly conduct",1788
2007-03-01,"Disorderly conduct",2067
2007-04-01,"Disorderly conduct",1951
2007-05-01,"Disorderly conduct",1797
2007-06-01,"Disorderly conduct",1671
2007-07-01,"Disorderly conduct",1724
2007-08-01,"Disorderly conduct",1778
2007-09-01,"Disorderly conduct",1903
2007-10-01,"Disorderly conduct",1907
2007-11-01,"Disorderly conduct",2112
2007-12-01,"Disorderly conduct",2665
2008-01-01,"Disorderly conduct",2558
2008-02-01,"Disorderly conduct",2100
2008-03-01,"Disorderly conduct",2411
2008-04-01,"Disorderly conduct",2048
2008-05-01,"Disorderly conduct",2151
2008-06-01,"Disorderly conduct",2046
2008-07-01,"Disorderly conduct",1887
2008-08-01,"Disorderly conduct",2059
2008-09-01,"Disorderly conduct",2096
2008-10-01,"Disorderly conduct",2297
2008-11-01,"Disorderly conduct",2228
2008-12-01,"Disorderly conduct",2367
2009-01-01,"Disorderly conduct",2614
2009-02-01,"Disorderly conduct",1981
2009-03-01,"Disorderly conduct",2259
2009-04-01,"Disorderly conduct",2143
2009-05-01,"Disorderly conduct",2231
2009-06-01,"Disorderly conduct",1954
2009-07-01,"Disorderly conduct",1896
2009-08-01,"Disorderly conduct",1965
2009-09-01,"Disorderly conduct",1892
2009-10-01,"Disorderly conduct",2134
2009-11-01,"Disorderly conduct",2152
2009-12-01,"Disorderly conduct",2769
2010-01-01,"Disorderly conduct",2740
2010-02-01,"Disorderly conduct",2049
2010-03-01,"Disorderly conduct",2134
2010-04-01,"Disorderly conduct",2202
2010-05-01,"Disorderly conduct",2115
2010-06-01,"Disorderly conduct",1972
2010-07-01,"Disorderly conduct",1942
2010-08-01,"Disorderly conduct",1916
2010-09-01,"Disorderly conduct",2041
2010-10-01,"Disorderly conduct",2209
2010-11-01,"Disorderly conduct",2009
2010-12-01,"Disorderly conduct",2598
2011-01-01,"Disorderly conduct",2629
2011-02-01,"Disorderly conduct",2132
2011-03-01,"Disorderly conduct",2266
2011-04-01,"Disorderly conduct",2223
2011-05-01,"Disorderly conduct",2080
2011-06-01,"Disorderly conduct",1963
2011-07-01,"Disorderly conduct",1973
2011-08-01,"Disorderly conduct",1888
2011-09-01,"Disorderly conduct",2016
2011-10-01,"Disorderly conduct",2100
2011-11-01,"Disorderly conduct",1557
2011-12-01,"Disorderly conduct",2153
2012-01-01,"Disorderly conduct",2295
2012-02-01,"Disorderly conduct",1885
2012-03-01,"Disorderly conduct",2030
2012-04-01,"Disorderly conduct",1985
2012-05-01,"Disorderly conduct",1741
2012-06-01,"Disorderly conduct",1793
2012-07-01,"Disorderly conduct",1818
2012-08-01,"Disorderly conduct",1788
2012-09-01,"Disorderly conduct",1890
2012-10-01,"Disorderly conduct",1882
2012-11-01,"Disorderly conduct",1966
2012-12-01,"Disorderly conduct",2265
2013-01-01,"Disorderly conduct",2141
2013-02-01,"Disorderly conduct",1712
2013-03-01,"Disorderly conduct",2186
2013-04-01,"Disorderly conduct",1830
2013-05-01,"Disorderly conduct",1735
2013-06-01,"Disorderly conduct",1839
2013-07-01,"Disorderly conduct",1616
2013-08-01,"Disorderly conduct",1833
2013-09-01,"Disorderly conduct",1744
2013-10-01,"Disorderly conduct",1835
2013-11-01,"Disorderly conduct",1827
2013-12-01,"Disorderly conduct",2191
2014-01-01,"Disorderly conduct",2144
2014-02-01,"Disorderly conduct",1795
2014-03-01,"Disorderly conduct",2032
2014-04-01,"Disorderly conduct",1703
2014-05-01,"Disorderly conduct",1717
2014-06-01,"Disorderly conduct",1597
2014-07-01,"Disorderly conduct",1626
2014-08-01,"Disorderly conduct",1755
2014-09-01,"Disorderly conduct",1590
2014-10-01,"Disorderly conduct",1881
2014-11-01,"Disorderly conduct",1854
2014-12-01,"Disorderly conduct",2031
2015-01-01,"Disorderly conduct",2069
2015-02-01,"Disorderly conduct",1765
2015-03-01,"Disorderly conduct",1953
2015-04-01,"Disorderly conduct",1654
2015-05-01,"Disorderly conduct",1740
2015-06-01,"Disorderly conduct",1654
2015-07-01,"Disorderly conduct",1700
2015-08-01,"Disorderly conduct",1728
2015-09-01,"Disorderly conduct",1660
2015-10-01,"Disorderly conduct",1939
2015-11-01,"Disorderly conduct",1785
2015-12-01,"Disorderly conduct",2057
2016-01-01,"Disorderly conduct",2152
2016-02-01,"Disorderly conduct",1842
2016-03-01,"Disorderly conduct",1984
2016-04-01,"Disorderly conduct",1877
2016-05-01,"Disorderly conduct",1670
2016-06-01,"Disorderly conduct",1586
2016-07-01,"Disorderly conduct",1720
2016-08-01,"Disorderly conduct",1621
2016-09-01,"Disorderly conduct",1674
2016-10-01,"Disorderly conduct",1790
2016-11-01,"Disorderly conduct",1800
2016-12-01,"Disorderly conduct",2100
2017-01-01,"Disorderly conduct",2056
2017-02-01,"Disorderly conduct",1600
2017-03-01,"Disorderly conduct",1731
2017-04-01,"Disorderly conduct",1703
2017-05-01,"Disorderly conduct",1636
2017-06-01,"Disorderly conduct",1532
2017-07-01,"Disorderly conduct",1685
2017-08-01,"Disorderly conduct",1581
2017-09-01,"Disorderly conduct",1608
2017-10-01,"Disorderly conduct",1773
2017-11-01,"Disorderly conduct",1634
2017-12-01,"Disorderly conduct",1935
2018-01-01,"Disorderly conduct",1953
2018-02-01,"Disorderly conduct",1627
2018-03-01,"Disorderly conduct",1810
2018-04-01,"Disorderly conduct",1675
2018-05-01,"Disorderly conduct",1393
2018-06-01,"Disorderly conduct",1483
2018-07-01,"Disorderly conduct",1573
2018-08-01,"Disorderly conduct",1481
2018-09-01,"Disorderly conduct",1664
2018-10-01,"Disorderly conduct",1608
2018-11-01,"Disorderly conduct",1695
2018-12-01,"Disorderly conduct",1824
2019-01-01,"Disorderly conduct",1863
2019-02-01,"Disorderly conduct",1618
2019-03-01,"Disorderly conduct",1813
2019-04-01,"Disorderly conduct",1597
2019-05-01,"Disorderly conduct",1619
2019-06-01,"Disorderly conduct",1597
2019-07-01,"Disorderly conduct",1547
2019-08-01,"Disorderly conduct",1608
2019-09-01,"Disorderly conduct",1694
2019-10-01,"Disorderly conduct",1736
2019-11-01,"Disorderly conduct",1773
2019-12-01,"Disorderly conduct",1841
2020-01-01,"Disorderly conduct",1898
2020-02-01,"Disorderly conduct",1655
2020-03-01,"Disorderly conduct",1686
2020-04-01,"Disorderly conduct",1434
2020-05-01,"Disorderly conduct",1494
2020-06-01,"Disorderly conduct",1545
2020-07-01,"Disorderly conduct",1403
2020-08-01,"Disorderly conduct",1453
2020-09-01,"Disorderly conduct",1388
2020-10-01,"Disorderly conduct",1481
2020-11-01,"Disorderly conduct",1509
2020-12-01,"Disorderly conduct",1643
2021-01-01,"Disorderly conduct",1654
2021-02-01,"Disorderly conduct",1459
2021-03-01,"Disorderly conduct",1575
2021-04-01,"Disorderly conduct",1426
2021-05-01,"Disorderly conduct",1463
2021-06-01,"Disorderly conduct",1411
2021-07-01,"Disorderly conduct",1373
2021-08-01,"Disorderly conduct",1286
2021-09-01,"Disorderly conduct",1330
2021-10-01,"Disorderly conduct",1431
2021-11-01,"Disorderly conduct",1450
2021-12-01,"Disorderly conduct",1610
2022-01-01,"Disorderly conduct",1541
2022-02-01,"Disorderly conduct",1371
2022-03-01,"Disorderly conduct",1435
2022-04-01,"Disorderly conduct",1510
2022-05-01,"Disorderly conduct",1373
2022-06-01,"Disorderly conduct",1416
2022-07-01,"Disorderly conduct",1419
2022-08-01,"Disorderly conduct",1552
2022-09-01,"Disorderly conduct",1496
2022-10-01,"Disorderly conduct",1727
2022-11-01,"Disorderly conduct",1634
2022-12-01,"Disorderly conduct",1750
2023-01-01,"Disorderly conduct",1732
2023-02-01,"Disorderly conduct",1585
2023-03-01,"Disorderly conduct",1711
2023-04-01,"Disorderly conduct",1600
2023-05-01,"Disorderly conduct",1584
2023-06-01,"Disorderly conduct",1542
2023-07-01,"Disorderly conduct",1560
2023-08-01,"Disorderly conduct",1631
2023-09-01,"Disorderly conduct",1640
2023-10-01,"Disorderly conduct",1554
2023-11-01,"Disorderly conduct",1507
2023-12-01,"Disorderly conduct",1697
1995-01-01,"Drug offences",1497
1995-02-01,"Drug offences",1716
1995-03-01,"Drug offences",2055
1995-04-01,"Drug offences",1802
1995-05-01,"Drug offences",1635
1995-06-01,"Drug offences",1665
1995-07-01,"Drug offences",1434
1995-08-01,"Drug offences",1535
1995-09-01,"Drug offences",1395
1995-10-01,"Drug offences",1463
1995-11-01,"Drug offences",1493
1995-12-01,"Drug offences",1601
1996-01-01,"Drug offences",1987
1996-02-01,"Drug offences",2014
1996-03-01,"Drug offences",2211
1996-04-01,"Drug offences",1839
1996-05-01,"Drug offences",1893
1996-06-01,"Drug offences",1584
1996-07-01,"Drug offences",1555
1996-08-01,"Drug offences",1469
1996-09-01,"Drug offences",1398
1996-10-01,"Drug offences",1459
1996-11-01,"Drug offences",1376
1996-12-01,"Drug offences",1530
1997-01-01,"Drug offences",1940
1997-02-01,"Drug offences",1849
1997-03-01,"Drug offences",2093
1997-04-01,"Drug offences",1783
1997-05-01,"Drug offences",1947
1997-06-01,"Drug offences",1728
1997-07-01,"Drug offences",1668
1997-08-01,"Drug offences",1713
1997-09-01,"Drug offences",1749
1997-10-01,"Drug offences",1681
1997-11-01,"Drug offences",1736
1997-12-01,"Drug offences",1969
1998-01-01,"Drug offences",2240
1998-02-01,"Drug offences",1943
1998-03-01,"Drug offences",2131
1998-04-01,"Drug offences",1824
1998-05-01,"Drug offences",2058
1998-06-01,"Drug offences",2212
1998-07-01,"Drug offences",2026
1998-08-01,"Drug offences",1886
1998-09-01,"Drug offences",1904
1998-10-01,"Drug offences",1917
