"fecha","Barrels"
2015-06-08,9.176
2015-06-15,9.655
2015-06-22,9.731
2015-06-29,9.532
2015-07-06,9.404
2015-07-13,9.749
2015-07-20,9.339
2015-07-27,9.687
2015-08-03,9.686
2015-08-10,9.705
2015-08-17,9.189
2015-08-24,9.438
2015-08-31,9.017
2015-09-07,8.983
2015-09-14,9.215
2015-09-21,9.021
2015-09-28,8.958
2015-10-05,9.137
2015-10-12,9.157
2015-10-19,9.343
2015-10-26,9.184
2015-11-02,9.388
2015-11-09,9.054
2015-11-16,8.921
2015-11-23,9.281
2015-11-30,9.42
2015-12-07,9.22
2015-12-14,9.185
2015-12-21,9.395
2015-12-28,8.159
2016-01-04,8.5
2016-01-11,9.079
2016-01-18,8.941
2016-01-25,8.341
2016-02-01,9.122
2016-02-08,9.203
2016-02-15,9.576
2016-02-22,9.121
2016-02-29,9.411
2016-03-07,9.458
2016-03-14,9.503
2016-03-21,9.244
2016-03-28,9.224
2016-04-04,9.633
2016-04-11,9.444
2016-04-18,9.315
2016-04-25,9.502
2016-05-02,9.658
2016-05-09,9.755
2016-05-16,9.516
2016-05-23,9.716
2016-05-30,9.568
2016-06-06,9.762
2016-06-13,9.815
2016-06-20,9.709
2016-06-27,9.755
2016-07-04,9.671
2016-07-11,9.785
2016-07-18,9.797
2016-07-25,9.752
2016-08-01,9.769
2016-08-08,9.762
2016-08-15,9.659
2016-08-22,9.511
2016-08-29,9.595
2016-09-05,9.406
2016-09-12,9.65
2016-09-19,8.88
2016-09-26,9.39
2016-10-03,9.264
2016-10-10,8.798
2016-10-17,9.118
2016-10-24,9.183
2016-10-31,9.213
2016-11-07,9.359
2016-11-14,9.024
2016-11-21,9.08
2016-11-28,8.757
2016-12-05,8.874
2016-12-12,9.269
2016-12-19,9.278
2016-12-26,8.465
2017-01-02,8.47
2017-01-09,8.069
2017-01-16,8.039
