"fecha","State","Expenditure"
2016-01-01,"TAS",0.282
2016-04-01,"TAS",0.272
2016-07-01,"TAS",0.264
2016-10-01,"TAS",0.275
2017-01-01,"TAS",0.271
2017-04-01,"TAS",0.269
2017-07-01,"TAS",0.268
2017-10-01,"TAS",0.289
2018-01-01,"TAS",0.28
2018-04-01,"TAS",0.27
2018-07-01,"TAS",0.266
2018-10-01,"TAS",0.276
2019-01-01,"TAS",0.266
2019-04-01,"TAS",0.255
2019-07-01,"TAS",0.247
2019-10-01,"TAS",0.252
2020-01-01,"TAS",0.236
2020-04-01,"TAS",0.224
2020-07-01,"TAS",0.222
2020-10-01,"TAS",0.22
2021-01-01,"TAS",0.212
2021-04-01,"TAS",0.207
2021-07-01,"TAS",0.205
2021-10-01,"TAS",0.209
2022-01-01,"TAS",0.203
2022-04-01,"TAS",0.192
2022-07-01,"TAS",0.187
2022-10-01,"TAS",0.192
2023-01-01,"TAS",0.187
2023-04-01,"TAS",0.178
2023-07-01,"TAS",0.17
2023-10-01,"TAS",0.165
1985-07-01,"VIC",5.141
1985-10-01,"VIC",5.735
1986-01-01,"VIC",5.32
1986-04-01,"VIC",5.364
1986-07-01,"VIC",5.39
1986-10-01,"VIC",5.868
1987-01-01,"VIC",5.445
1987-04-01,"VIC",5.389
1987-07-01,"VIC",5.452
1987-10-01,"VIC",5.788
1988-01-01,"VIC",5.229
1988-04-01,"VIC",5.18
1988-07-01,"VIC",5.222
1988-10-01,"VIC",5.667
1989-01-01,"VIC",5.446
1989-04-01,"VIC",5.388
1989-07-01,"VIC",5.432
1989-10-01,"VIC",5.732
1990-01-01,"VIC",5.364
1990-04-01,"VIC",5.287
1990-07-01,"VIC",5.277
1990-10-01,"VIC",5.275
1991-01-01,"VIC",4.9
1991-04-01,"VIC",4.643
1991-07-01,"VIC",4.784
1991-10-01,"VIC",5.037
1992-01-01,"VIC",4.628
1992-04-01,"VIC",4.44
1992-07-01,"VIC",4.802
1992-10-01,"VIC",5.309
1993-01-01,"VIC",4.359
1993-04-01,"VIC",4.138
1993-07-01,"VIC",4.298
1993-10-01,"VIC",4.515
1994-01-01,"VIC",4.142
1994-04-01,"VIC",3.966
1994-07-01,"VIC",4.063
1994-10-01,"VIC",4.364
1995-01-01,"VIC",3.9
1995-04-01,"VIC",3.691
1995-07-01,"VIC",3.529
1995-10-01,"VIC",3.729
1996-01-01,"VIC",3.394
1996-04-01,"VIC",3.475
1996-07-01,"VIC",3.513
1996-10-01,"VIC",3.907
1997-01-01,"VIC",3.626
1997-04-01,"VIC",3.667
1997-07-01,"VIC",3.668
1997-10-01,"VIC",3.953
1998-01-01,"VIC",3.583
1998-04-01,"VIC",3.643
1998-07-01,"VIC",3.636
1998-10-01,"VIC",4.037
1999-01-01,"VIC",3.694
1999-04-01,"VIC",3.748
1999-07-01,"VIC",3.716
1999-10-01,"VIC",3.974
2000-01-01,"VIC",3.568
2000-04-01,"VIC",3.683
2000-07-01,"VIC",3.357
2000-10-01,"VIC",4.016
2001-01-01,"VIC",3.532
2001-04-01,"VIC",3.505
2001-07-01,"VIC",3.389
2001-10-01,"VIC",3.748
2002-01-01,"VIC",3.357
2002-04-01,"VIC",3.408
2002-07-01,"VIC",3.367
2002-10-01,"VIC",3.79
2003-01-01,"VIC",3.308
2003-04-01,"VIC",3.364
2003-07-01,"VIC",3.29
2003-10-01,"VIC",3.676
2004-01-01,"VIC",3.314
2004-04-01,"VIC",3.307
2004-07-01,"VIC",3.332
2004-10-01,"VIC",3.879
2005-01-01,"VIC",3.289
2005-04-01,"VIC",3.41
2005-07-01,"VIC",3.448
2005-10-01,"VIC",3.742
2006-01-01,"VIC",3.162
2006-04-01,"VIC",3.335
2006-07-01,"VIC",3.278
2006-10-01,"VIC",3.612
2007-01-01,"VIC",3.213
2007-04-01,"VIC",3.249
2007-07-01,"VIC",3.217
2007-10-01,"VIC",3.485
2008-01-01,"VIC",3.006
2008-04-01,"VIC",3.13
2008-07-01,"VIC",3.103
2008-10-01,"VIC",3.388
2009-01-01,"VIC",2.941
2009-04-01,"VIC",3.094
2009-07-01,"VIC",3.018
2009-10-01,"VIC",3.266
2010-01-01,"VIC",2.859
2010-04-01,"VIC",3
2010-07-01,"VIC",2.863
2010-10-01,"VIC",3.137
2011-01-01,"VIC",2.739
2011-04-01,"VIC",2.852
2011-07-01,"VIC",2.76
2011-10-01,"VIC",3.041
2012-01-01,"VIC",2.702
2012-04-01,"VIC",2.855
2012-07-01,"VIC",2.843
2012-10-01,"VIC",3.007
2013-01-01,"VIC",2.823
2013-04-01,"VIC",2.787
2013-07-01,"VIC",2.867
2013-10-01,"VIC",2.976
2014-01-01,"VIC",2.827
2014-04-01,"VIC",2.665
2014-07-01,"VIC",2.641
2014-10-01,"VIC",2.658
2015-01-01,"VIC",2.537
2015-04-01,"VIC",2.511
2015-07-01,"VIC",2.561
2015-10-01,"VIC",2.568
2016-01-01,"VIC",2.452
2016-04-01,"VIC",2.419
2016-07-01,"VIC",2.391
2016-10-01,"VIC",2.443
2017-01-01,"VIC",2.376
2017-04-01,"VIC",2.346
2017-07-01,"VIC",2.356
2017-10-01,"VIC",2.488
2018-01-01,"VIC",2.396
2018-04-01,"VIC",2.31
2018-07-01,"VIC",2.298
2018-10-01,"VIC",2.356
2019-01-01,"VIC",2.25
2019-04-01,"VIC",2.167
2019-07-01,"VIC",2.088
2019-10-01,"VIC",2.081
2020-01-01,"VIC",1.937
2020-04-01,"VIC",1.816
2020-07-01,"VIC",1.826
2020-10-01,"VIC",1.759
2021-01-01,"VIC",1.691
2021-04-01,"VIC",1.659
2021-07-01,"VIC",1.663
2021-10-01,"VIC",1.607
2022-01-01,"VIC",1.511
2022-04-01,"VIC",1.436
2022-07-01,"VIC",1.405
2022-10-01,"VIC",1.42
2023-01-01,"VIC",1.366
2023-04-01,"VIC",1.31
2023-07-01,"VIC",1.266
2023-10-01,"VIC",1.218
1985-07-01,"WA",1.639
1985-10-01,"WA",1.829
1986-01-01,"WA",1.702
1986-04-01,"WA",1.706
1986-07-01,"WA",1.72
1986-10-01,"WA",1.868
1987-01-01,"WA",1.747
1987-04-01,"WA",1.733
1987-07-01,"WA",1.77
1987-10-01,"WA",1.916
1988-01-01,"WA",1.796
1988-04-01,"WA",1.758
1988-07-01,"WA",1.774
1988-10-01,"WA",1.946
1989-01-01,"WA",1.836
1989-04-01,"WA",1.841
1989-07-01,"WA",1.884
1989-10-01,"WA",1.92
1990-01-01,"WA",1.701
1990-04-01,"WA",1.689
1990-07-01,"WA",1.692
1990-10-01,"WA",1.863
1991-01-01,"WA",1.745
1991-04-01,"WA",1.683
1991-07-01,"WA",1.746
1991-10-01,"WA",1.877
1992-01-01,"WA",1.694
1992-04-01,"WA",1.635
1992-07-01,"WA",1.764
1992-10-01,"WA",1.926
1993-01-01,"WA",1.821
1993-04-01,"WA",1.75
1993-07-01,"WA",1.498
1993-10-01,"WA",1.451
1994-01-01,"WA",1.332
1994-04-01,"WA",1.3
1994-07-01,"WA",1.343
1994-10-01,"WA",1.399
1995-01-01,"WA",1.267
1995-04-01,"WA",1.268
1995-07-01,"WA",1.334
1995-10-01,"WA",1.406
1996-01-01,"WA",1.284
1996-04-01,"WA",1.319
1996-07-01,"WA",1.332
1996-10-01,"WA",1.49
1997-01-01,"WA",1.373
1997-04-01,"WA",1.409
1997-07-01,"WA",1.442
1997-10-01,"WA",1.539
1998-01-01,"WA",1.395
1998-04-01,"WA",1.412
1998-07-01,"WA",1.43
1998-10-01,"WA",1.6
1999-01-01,"WA",1.456
1999-04-01,"WA",1.442
1999-07-01,"WA",1.469
1999-10-01,"WA",1.565
2000-01-01,"WA",1.41
2000-04-01,"WA",1.459
2000-07-01,"WA",1.351
2000-10-01,"WA",1.578
2001-01-01,"WA",1.391
2001-04-01,"WA",1.383
2001-07-01,"WA",1.335
2001-10-01,"WA",1.48
2002-01-01,"WA",1.321
2002-04-01,"WA",1.342
2002-07-01,"WA",1.344
2002-10-01,"WA",1.507
2003-01-01,"WA",1.272
2003-04-01,"WA",1.316
2003-07-01,"WA",1.274
2003-10-01,"WA",1.444
2004-01-01,"WA",1.329
2004-04-01,"WA",1.343
2004-07-01,"WA",1.341
2004-10-01,"WA",1.577
2005-01-01,"WA",1.323
2005-04-01,"WA",1.41
2005-07-01,"WA",1.424
2005-10-01,"WA",1.55
2006-01-01,"WA",1.302
2006-04-01,"WA",1.377
2006-07-01,"WA",1.377
2006-10-01,"WA",1.52
2007-01-01,"WA",1.353
2007-04-01,"WA",1.382
2007-07-01,"WA",1.385
2007-10-01,"WA",1.486
2008-01-01,"WA",1.304
2008-04-01,"WA",1.36
2008-07-01,"WA",1.36
2008-10-01,"WA",1.465
2009-01-01,"WA",1.294
2009-04-01,"WA",1.376
2009-07-01,"WA",1.363
2009-10-01,"WA",1.462
2010-01-01,"WA",1.297
2010-04-01,"WA",1.368
2010-07-01,"WA",1.287
2010-10-01,"WA",1.4
2011-01-01,"WA",1.223
2011-04-01,"WA",1.26
2011-07-01,"WA",1.206
2011-10-01,"WA",1.291
2012-01-01,"WA",1.154
2012-04-01,"WA",1.199
2012-07-01,"WA",1.185
2012-10-01,"WA",1.221
2013-01-01,"WA",1.148
2013-04-01,"WA",1.124
2013-07-01,"WA",1.139
2013-10-01,"WA",1.148
2014-01-01,"WA",1.087
2014-04-01,"WA",1.018
2014-07-01,"WA",1.011
2014-10-01,"WA",0.986
2015-01-01,"WA",0.93
2015-04-01,"WA",0.902
2015-07-01,"WA",0.904
2015-10-01,"WA",0.871
2016-01-01,"WA",0.848
2016-04-01,"WA",0.807
2016-07-01,"WA",0.802
2016-10-01,"WA",0.8
2017-01-01,"WA",0.802
2017-04-01,"WA",0.781
2017-07-01,"WA",0.8
2017-10-01,"WA",0.843
2018-01-01,"WA",0.824
2018-04-01,"WA",0.781
2018-07-01,"WA",0.783
2018-10-01,"WA",0.792
2019-01-01,"WA",0.771
2019-04-01,"WA",0.736
2019-07-01,"WA",0.725
2019-10-01,"WA",0.711
2020-01-01,"WA",0.673
2020-04-01,"WA",0.621
2020-07-01,"WA",0.642
2020-10-01,"WA",0.628
2021-01-01,"WA",0.612
2021-04-01,"WA",0.591
2021-07-01,"WA",0.6
2021-10-01,"WA",0.601
2022-01-01,"WA",0.582
2022-04-01,"WA",0.546
2022-07-01,"WA",0.539
2022-10-01,"WA",0.546
2023-01-01,"WA",0.532
2023-04-01,"WA",0.521
2023-07-01,"WA",0.504
2023-10-01,"WA",0.49
