"fecha","Region","Age","Rate"
1979-01-01,"Western Australia","22",126.6
1980-01-01,"Western Australia","22",121.2
1981-01-01,"Western Australia","22",117.7
1982-01-01,"Western Australia","22",117.8
1983-01-01,"Western Australia","22",118.6
1984-01-01,"Western Australia","22",98.4
1985-01-01,"Western Australia","22",101.1
1986-01-01,"Western Australia","22",99.2
1987-01-01,"Western Australia","22",84.4
1988-01-01,"Western Australia","22",89.9
1989-01-01,"Western Australia","22",80.4
1990-01-01,"Western Australia","22",80.7
1991-01-01,"Western Australia","22",81.4
1992-01-01,"Western Australia","22",73.4
1993-01-01,"Western Australia","22",71.7
1994-01-01,"Western Australia","22",72
1995-01-01,"Western Australia","22",71.4
1996-01-01,"Western Australia","22",67
1997-01-01,"Western Australia","22",63.4
1998-01-01,"Western Australia","22",63.3
1999-01-01,"Western Australia","22",64.2
2000-01-01,"Western Australia","22",64
2001-01-01,"Western Australia","22",58.9
2002-01-01,"Western Australia","22",55.2
2003-01-01,"Western Australia","22",55.5
2004-01-01,"Western Australia","22",56.9
2005-01-01,"Western Australia","22",57.2
2006-01-01,"Western Australia","22",59.2
2007-01-01,"Western Australia","22",62.7
2008-01-01,"Western Australia","22",63.6
2009-01-01,"Western Australia","22",61.5
2010-01-01,"Western Australia","22",56.9
2011-01-01,"Western Australia","22",54.5
2012-01-01,"Western Australia","22",55.3
2013-01-01,"Western Australia","22",55.5
2014-01-01,"Western Australia","22",54.7
2015-01-01,"Western Australia","22",54.9
2016-01-01,"Western Australia","22",51.8
2017-01-01,"Western Australia","22",49.4
2018-01-01,"Western Australia","22",48.8
2019-01-01,"Western Australia","22",45.6
2020-01-01,"Western Australia","22",42.7
2021-01-01,"Western Australia","22",42.9
2022-01-01,"Western Australia","22",38.1
1975-01-01,"Australia","23",153.1
1976-01-01,"Australia","23",145.7
1977-01-01,"Australia","23",142.4
1978-01-01,"Australia","23",134
1979-01-01,"Australia","23",127.9
1980-01-01,"Australia","23",127.9
1981-01-01,"Australia","23",130
1982-01-01,"Australia","23",121.4
1983-01-01,"Australia","23",120.9
1984-01-01,"Australia","23",111.7
1985-01-01,"Australia","23",114.4
1986-01-01,"Australia","23",105.3
1987-01-01,"Australia","23",99.9
1988-01-01,"Australia","23",94.6
1989-01-01,"Australia","23",92.7
1990-01-01,"Australia","23",93.5
1991-01-01,"Australia","23",89.2
1992-01-01,"Australia","23",88.8
1993-01-01,"Australia","23",82
1994-01-01,"Australia","23",78.2
1995-01-01,"Australia","23",77.5
1996-01-01,"Australia","23",73.4
1997-01-01,"Australia","23",71.2
1998-01-01,"Australia","23",69.3
1999-01-01,"Australia","23",68.8
2000-01-01,"Australia","23",67.5
2001-01-01,"Australia","23",66.2
2002-01-01,"Australia","23",63.9
2003-01-01,"Australia","23",61.9
2004-01-01,"Australia","23",61.3
2005-01-01,"Australia","23",61.1
2006-01-01,"Australia","23",61.1
2007-01-01,"Australia","23",65.4
2008-01-01,"Australia","23",64.4
2009-01-01,"Australia","23",63.2
2010-01-01,"Australia","23",61.5
2011-01-01,"Australia","23",59
2012-01-01,"Australia","23",59
2013-01-01,"Australia","23",56.9
2014-01-01,"Australia","23",52.6
2015-01-01,"Australia","23",53.7
2016-01-01,"Australia","23",50.9
2017-01-01,"Australia","23",48.4
2018-01-01,"Australia","23",48.1
2019-01-01,"Australia","23",45.8
2020-01-01,"Australia","23",43.5
2021-01-01,"Australia","23",45.5
2022-01-01,"Australia","23",42.5
1975-01-01,"Australian Capital Territory","23",156.9
1976-01-01,"Australian Capital Territory","23",148.2
1977-01-01,"Australian Capital Territory","23",142.8
1978-01-01,"Australian Capital Territory","23",142.4
1979-01-01,"Australian Capital Territory","23",122.3
1980-01-01,"Australian Capital Territory","23",104.2
1981-01-01,"Australian Capital Territory","23",106
1982-01-01,"Australian Capital Territory","23",112.1
1983-01-01,"Australian Capital Territory","23",102.9
1984-01-01,"Australian Capital Territory","23",82.6
1985-01-01,"Australian Capital Territory","23",96.2
1986-01-01,"Australian Capital Territory","23",82.7
1987-01-01,"Australian Capital Territory","23",77.9
1988-01-01,"Australian Capital Territory","23",78.7
1989-01-01,"Australian Capital Territory","23",71.5
1990-01-01,"Australian Capital Territory","23",74.6
1991-01-01,"Australian Capital Territory","23",87.5
1992-01-01,"Australian Capital Territory","23",75.1
1993-01-01,"Australian Capital Territory","23",64.9
1994-01-01,"Australian Capital Territory","23",65.8
1995-01-01,"Australian Capital Territory","23",62.4
1996-01-01,"Australian Capital Territory","23",55.3
1997-01-01,"Australian Capital Territory","23",51.4
1998-01-01,"Australian Capital Territory","23",43.2
1999-01-01,"Australian Capital Territory","23",54.4
2000-01-01,"Australian Capital Territory","23",47.4
2001-01-01,"Australian Capital Territory","23",46
2002-01-01,"Australian Capital Territory","23",36.6
2003-01-01,"Australian Capital Territory","23",46.6
2004-01-01,"Australian Capital Territory","23",35.1
2005-01-01,"Australian Capital Territory","23",33.6
2006-01-01,"Australian Capital Territory","23",29.2
2007-01-01,"Australian Capital Territory","23",33.7
2008-01-01,"Australian Capital Territory","23",38.7
2009-01-01,"Australian Capital Territory","23",39.6
2010-01-01,"Australian Capital Territory","23",33.5
2011-01-01,"Australian Capital Territory","23",37.1
2012-01-01,"Australian Capital Territory","23",35.7
2013-01-01,"Australian Capital Territory","23",31.1
2014-01-01,"Australian Capital Territory","23",28.2
2015-01-01,"Australian Capital Territory","23",37
2016-01-01,"Australian Capital Territory","23",35.8
2017-01-01,"Australian Capital Territory","23",28.8
2018-01-01,"Australian Capital Territory","23",27.7
2019-01-01,"Australian Capital Territory","23",24.9
2020-01-01,"Australian Capital Territory","23",22
2021-01-01,"Australian Capital Territory","23",20.8
2022-01-01,"Australian Capital Territory","23",21.3
1975-01-01,"New South Wales","23",145.9
1976-01-01,"New South Wales","23",136.3
1977-01-01,"New South Wales","23",137.1
1978-01-01,"New South Wales","23",132.5
1979-01-01,"New South Wales","23",122.9
1980-01-01,"New South Wales","23",127.9
1981-01-01,"New South Wales","23",129
1982-01-01,"New South Wales","23",120
1983-01-01,"New South Wales","23",120
1984-01-01,"New South Wales","23",107.9
1985-01-01,"New South Wales","23",117.4
1986-01-01,"New South Wales","23",105.9
1987-01-01,"New South Wales","23",102.1
1988-01-01,"New South Wales","23",94.3
1989-01-01,"New South Wales","23",95
1990-01-01,"New South Wales","23",97.6
1991-01-01,"New South Wales","23",91.3
1992-01-01,"New South Wales","23",93.9
1993-01-01,"New South Wales","23",88.8
1994-01-01,"New South Wales","23",80.4
1995-01-01,"New South Wales","23",80.3
1996-01-01,"New South Wales","23",76.3
1997-01-01,"New South Wales","23",73.5
1998-01-01,"New South Wales","23",73
1999-01-01,"New South Wales","23",72.6
2000-01-01,"New South Wales","23",70.5
2001-01-01,"New South Wales","23",69.5
2002-01-01,"New South Wales","23",67.7
2003-01-01,"New South Wales","23",64.2
2004-01-01,"New South Wales","23",63.8
2005-01-01,"New South Wales","23",64.8
2006-01-01,"New South Wales","23",62.1
2007-01-01,"New South Wales","23",63
2008-01-01,"New South Wales","23",63.8
2009-01-01,"New South Wales","23",62.1
2010-01-01,"New South Wales","23",62.9
2011-01-01,"New South Wales","23",61
2012-01-01,"New South Wales","23",56.8
2013-01-01,"New South Wales","23",55.8
2014-01-01,"New South Wales","23",48.7
2015-01-01,"New South Wales","23",53.8
2016-01-01,"New South Wales","23",46.1
2017-01-01,"New South Wales","23",46.4
2018-01-01,"New South Wales","23",49.5
2019-01-01,"New South Wales","23",45.8
2020-01-01,"New South Wales","23",44.4
2021-01-01,"New South Wales","23",45.9
2022-01-01,"New South Wales","23",44.6
1975-01-01,"Northern Territory","23",165.9
1976-01-01,"Northern Territory","23",179.3
1977-01-01,"Northern Territory","23",158.9
1978-01-01,"Northern Territory","23",171.4
1979-01-01,"Northern Territory","23",162.2
1980-01-01,"Northern Territory","23",147.4
1981-01-01,"Northern Territory","23",152.8
1982-01-01,"Northern Territory","23",131.8
1983-01-01,"Northern Territory","23",121.5
1984-01-01,"Northern Territory","23",123
1985-01-01,"Northern Territory","23",130.3
1986-01-01,"Northern Territory","23",123.2
1987-01-01,"Northern Territory","23",124.5
1988-01-01,"Northern Territory","23",104.4
1989-01-01,"Northern Territory","23",111.4
1990-01-01,"Northern Territory","23",130.9
1991-01-01,"Northern Territory","23",123.2
1992-01-01,"Northern Territory","23",117.4
1993-01-01,"Northern Territory","23",107.1
1994-01-01,"Northern Territory","23",118.3
1995-01-01,"Northern Territory","23",127.3
1996-01-01,"Northern Territory","23",104.1
1997-01-01,"Northern Territory","23",97.5
1998-01-01,"Northern Territory","23",113.7
1999-01-01,"Northern Territory","23",88.5
2000-01-01,"Northern Territory","23",111.3
2001-01-01,"Northern Territory","23",90.7
2002-01-01,"Northern Territory","23",106.2
2003-01-01,"Northern Territory","23",99.5
2004-01-01,"Northern Territory","23",90
2005-01-01,"Northern Territory","23",91.5
2006-01-01,"Northern Territory","23",93.1
2007-01-01,"Northern Territory","23",113.5
2008-01-01,"Northern Territory","23",98.6
2009-01-01,"Northern Territory","23",93.6
2010-01-01,"Northern Territory","23",89.2
2011-01-01,"Northern Territory","23",92.4
2012-01-01,"Northern Territory","23",98.1
2013-01-01,"Northern Territory","23",82.7
2014-01-01,"Northern Territory","23",84.6
2015-01-01,"Northern Territory","23",91.5
2016-01-01,"Northern Territory","23",82.5
2017-01-01,"Northern Territory","23",85
2018-01-01,"Northern Territory","23",80.1
2019-01-01,"Northern Territory","23",87
2020-01-01,"Northern Territory","23",70.7
2021-01-01,"Northern Territory","23",77
2022-01-01,"Northern Territory","23",77.6
1975-01-01,"Queensland","23",161.8
1976-01-01,"Queensland","23",162.2
1977-01-01,"Queensland","23",152.1
1978-01-01,"Queensland","23",144.3
1979-01-01,"Queensland","23",136.6
1980-01-01,"Queensland","23",133.6
1981-01-01,"Queensland","23",144.8
1982-01-01,"Queensland","23",133.8
1983-01-01,"Queensland","23",137.2
1984-01-01,"Queensland","23",127.3
1985-01-01,"Queensland","23",122.2
1986-01-01,"Queensland","23",115.3
1987-01-01,"Queensland","23",107.2
1988-01-01,"Queensland","23",105.7
1989-01-01,"Queensland","23",102.6
1990-01-01,"Queensland","23",103.5
1991-01-01,"Queensland","23",96.3
1992-01-01,"Queensland","23",99.7
1993-01-01,"Queensland","23",92.2
1994-01-01,"Queensland","23",87.8
1995-01-01,"Queensland","23",84.4
1996-01-01,"Queensland","23",86.4
1997-01-01,"Queensland","23",82.6
1998-01-01,"Queensland","23",80.1
1999-01-01,"Queensland","23",80
2000-01-01,"Queensland","23",80.3
2001-01-01,"Queensland","23",77.8
2002-01-01,"Queensland","23",74.3
2003-01-01,"Queensland","23",72.6
2004-01-01,"Queensland","23",72.1
2005-01-01,"Queensland","23",70.5
2006-01-01,"Queensland","23",68.2
2007-01-01,"Queensland","23",81.3
2008-01-01,"Queensland","23",80.1
2009-01-01,"Queensland","23",81.8
2010-01-01,"Queensland","23",80.3
2011-01-01,"Queensland","23",72.6
2012-01-01,"Queensland","23",72
2013-01-01,"Queensland","23",71.3
2014-01-01,"Queensland","23",65.9
2015-01-01,"Queensland","23",65.9
2016-01-01,"Queensland","23",65
2017-01-01,"Queensland","23",60.9
2018-01-01,"Queensland","23",62.1
2019-01-01,"Queensland","23",61.4
2020-01-01,"Queensland","23",57.7
2021-01-01,"Queensland","23",61.9
2022-01-01,"Queensland","23",55.4
1975-01-01,"South Australia","23",148.2
1976-01-01,"South Australia","23",144.5
1977-01-01,"South Australia","23",140.4
1978-01-01,"South Australia","23",137
1979-01-01,"South Australia","23",126.4
1980-01-01,"South Australia","23",133.9
1981-01-01,"South Australia","23",126.4
1982-01-01,"South Australia","23",123.9
1983-01-01,"South Australia","23",115.6
1984-01-01,"South Australia","23",115.1
1985-01-01,"South Australia","23",112.6
1986-01-01,"South Australia","23",110.4
1987-01-01,"South Australia","23",95.3
1988-01-01,"South Australia","23",93.8
1989-01-01,"South Australia","23",87
1990-01-01,"South Australia","23",89.1
1991-01-01,"South Australia","23",86.6
1992-01-01,"South Australia","23",81.4
1993-01-01,"South Australia","23",75.4
1994-01-01,"South Australia","23",66.4
1995-01-01,"South Australia","23",72
1996-01-01,"South Australia","23",70.5
1997-01-01,"South Australia","23",65
1998-01-01,"South Australia","23",65.1
1999-01-01,"South Australia","23",64
2000-01-01,"South Australia","23",65.2
2001-01-01,"South Australia","23",61.4
2002-01-01,"South Australia","23",62.2
2003-01-01,"South Australia","23",61.1
2004-01-01,"South Australia","23",58.4
2005-01-01,"South Australia","23",60
2006-01-01,"South Australia","23",62.4
2007-01-01,"South Australia","23",67.3
2008-01-01,"South Australia","23",67.2
2009-01-01,"South Australia","23",61.5
2010-01-01,"South Australia","23",61.4
2011-01-01,"South Australia","23",55.8
2012-01-01,"South Australia","23",62.8
2013-01-01,"South Australia","23",56.3
2014-01-01,"South Australia","23",53.9
2015-01-01,"South Australia","23",51.7
2016-01-01,"South Australia","23",50.4
2017-01-01,"South Australia","23",47.7
2018-01-01,"South Australia","23",47.4
2019-01-01,"South Australia","23",43.6
2020-01-01,"South Australia","23",40.5
2021-01-01,"South Australia","23",43.6
2022-01-01,"South Australia","23",41.1
1975-01-01,"Tasmania","23",175.5
1976-01-01,"Tasmania","23",161.6
1977-01-01,"Tasmania","23",167.8
1978-01-01,"Tasmania","23",151.6
1979-01-01,"Tasmania","23",160.5
1980-01-01,"Tasmania","23",146.1
1981-01-01,"Tasmania","23",161.2
1982-01-01,"Tasmania","23",149
1983-01-01,"Tasmania","23",142.9
1984-01-01,"Tasmania","23",136.1
1985-01-01,"Tasmania","23",123
1986-01-01,"Tasmania","23",130.1
1987-01-01,"Tasmania","23",116.3
1988-01-01,"Tasmania","23",115.6
1989-01-01,"Tasmania","23",117.6
1990-01-01,"Tasmania","23",114.2
1991-01-01,"Tasmania","23",100.1
1992-01-01,"Tasmania","23",99.3
1993-01-01,"Tasmania","23",93.6
1994-01-01,"Tasmania","23",105.7
1995-01-01,"Tasmania","23",87.4
1996-01-01,"Tasmania","23",90.1
1997-01-01,"Tasmania","23",90.8
1998-01-01,"Tasmania","23",80.6
1999-01-01,"Tasmania","23",90
2000-01-01,"Tasmania","23",92
2001-01-01,"Tasmania","23",96.7
2002-01-01,"Tasmania","23",94.7
2003-01-01,"Tasmania","23",79.3
2004-01-01,"Tasmania","23",83.1
2005-01-01,"Tasmania","23",92.7
2006-01-01,"Tasmania","23",96.8
2007-01-01,"Tasmania","23",96.7
2008-01-01,"Tasmania","23",95.4
2009-01-01,"Tasmania","23",91.2
2010-01-01,"Tasmania","23",82.4
2011-01-01,"Tasmania","23",93.2
2012-01-01,"Tasmania","23",77.6
2013-01-01,"Tasmania","23",79.2
2014-01-01,"Tasmania","23",77.5
2015-01-01,"Tasmania","23",80.8
2016-01-01,"Tasmania","23",75.9
2017-01-01,"Tasmania","23",72.3
2018-01-01,"Tasmania","23",61.6
2019-01-01,"Tasmania","23",61.2
2020-01-01,"Tasmania","23",65.9
2021-01-01,"Tasmania","23",59.7
2022-01-01,"Tasmania","23",56
1975-01-01,"Victoria","23",152.3
1976-01-01,"Victoria","23",141.3
1977-01-01,"Victoria","23",137.3
1978-01-01,"Victoria","23",119.9
1979-01-01,"Victoria","23",120
1980-01-01,"Victoria","23",117.3
1981-01-01,"Victoria","23",118.3
1982-01-01,"Victoria","23",109.3
1983-01-01,"Victoria","23",108.9
1984-01-01,"Victoria","23",101.2
1985-01-01,"Victoria","23",101.3
1986-01-01,"Victoria","23",90.4
1987-01-01,"Victoria","23",90.4
1988-01-01,"Victoria","23",83.5
1989-01-01,"Victoria","23",82
1990-01-01,"Victoria","23",80.3
1991-01-01,"Victoria","23",78.3
1992-01-01,"Victoria","23",75.8
1993-01-01,"Victoria","23",65.4
1994-01-01,"Victoria","23",67.1
1995-01-01,"Victoria","23",64.9
1996-01-01,"Victoria","23",59
1997-01-01,"Victoria","23",58.9
1998-01-01,"Victoria","23",55.7
1999-01-01,"Victoria","23",53.2
2000-01-01,"Victoria","23",49.7
2001-01-01,"Victoria","23",51.7
2002-01-01,"Victoria","23",50
2003-01-01,"Victoria","23",48
2004-01-01,"Victoria","23",46.9
2005-01-01,"Victoria","23",45.5
2006-01-01,"Victoria","23",47.2
2007-01-01,"Victoria","23",50
2008-01-01,"Victoria","23",46.7
2009-01-01,"Victoria","23",47.8
2010-01-01,"Victoria","23",43.5
2011-01-01,"Victoria","23",43
2012-01-01,"Victoria","23",47.5
2013-01-01,"Victoria","23",43.5
2014-01-01,"Victoria","23",41.2
2015-01-01,"Victoria","23",39.3
2016-01-01,"Victoria","23",41.3
2017-01-01,"Victoria","23",37.8
2018-01-01,"Victoria","23",34.4
2019-01-01,"Victoria","23",32.5
2020-01-01,"Victoria","23",28.7
2021-01-01,"Victoria","23",30.4
2022-01-01,"Victoria","23",28.3
1975-01-01,"Western Australia","23",166.1
1976-01-01,"Western Australia","23",160.9
1977-01-01,"Western Australia","23",154
1978-01-01,"Western Australia","23",150.2
1979-01-01,"Western Australia","23",144.7
1980-01-01,"Western Australia","23",140.5
1981-01-01,"Western Australia","23",137.6
1982-01-01,"Western Australia","23",128.6
1983-01-01,"Western Australia","23",131.3
1984-01-01,"Western Australia","23",121.7
1985-01-01,"Western Australia","23",126.6
1986-01-01,"Western Australia","23",117.1
1987-01-01,"Western Australia","23",106.2
1988-01-01,"Western Australia","23",104.1
1989-01-01,"Western Australia","23",97.1
1990-01-01,"Western Australia","23",95.9
1991-01-01,"Western Australia","23",94.9
1992-01-01,"Western Australia","23",90.5
1993-01-01,"Western Australia","23",87.6
1994-01-01,"Western Australia","23",81.6
1995-01-01,"Western Australia","23",86.5
1996-01-01,"Western Australia","23",72.4
1997-01-01,"Western Australia","23",74
1998-01-01,"Western Australia","23",70.8
1999-01-01,"Western Australia","23",73.2
2000-01-01,"Western Australia","23",72
2001-01-01,"Western Australia","23",67.3
2002-01-01,"Western Australia","23",61.7
2003-01-01,"Western Australia","23",64.5
2004-01-01,"Western Australia","23",68.4
2005-01-01,"Western Australia","23",66.2
2006-01-01,"Western Australia","23",73.1
2007-01-01,"Western Australia","23",72.7
2008-01-01,"Western Australia","23",72.1
2009-01-01,"Western Australia","23",64.3
2010-01-01,"Western Australia","23",63.1
2011-01-01,"Western Australia","23",62.8
2012-01-01,"Western Australia","23",62.5
2013-01-01,"Western Australia","23",63.6
2014-01-01,"Western Australia","23",62.5
2015-01-01,"Western Australia","23",61.1
2016-01-01,"Western Australia","23",58.4
2017-01-01,"Western Australia","23",55.3
2018-01-01,"Western Australia","23",52.6
2019-01-01,"Western Australia","23",49.9
2020-01-01,"Western Australia","23",52.3
2021-01-01,"Western Australia","23",49.6
2022-01-01,"Western Australia","23",46.4
1975-01-01,"Australia","24",165.7
1976-01-01,"Australia","24",160.3
1977-01-01,"Australia","24",153.2
1978-01-01,"Australia","24",147.4
1979-01-01,"Australia","24",141.1
1980-01-01,"Australia","24",139.8
1981-01-01,"Australia","24",140.9
1982-01-01,"Australia","24",139.5
1983-01-01,"Australia","24",136.5
1984-01-01,"Australia","24",128.5
1985-01-01,"Australia","24",128.3
1986-01-01,"Australia","24",123
1987-01-01,"Australia","24",116.4
1988-01-01,"Australia","24",110.9
1989-01-01,"Australia","24",106.8
1990-01-01,"Australia","24",108.2
1991-01-01,"Australia","24",102.1
1992-01-01,"Australia","24",102.7
1993-01-01,"Australia","24",96
1994-01-01,"Australia","24",94.2
1995-01-01,"Australia","24",86.6
1996-01-01,"Australia","24",86.8
1997-01-01,"Australia","24",81.5
1998-01-01,"Australia","24",80.4
1999-01-01,"Australia","24",77.5
2000-01-01,"Australia","24",77.6
2001-01-01,"Australia","24",75.6
2002-01-01,"Australia","24",74.6
2003-01-01,"Australia","24",72.4
2004-01-01,"Australia","24",68.9
2005-01-01,"Australia","24",71
2006-01-01,"Australia","24",69.9
2007-01-01,"Australia","24",74.5
2008-01-01,"Australia","24",75.4
2009-01-01,"Australia","24",71.4
2010-01-01,"Australia","24",71
2011-01-01,"Australia","24",68
2012-01-01,"Australia","24",67.8
2013-01-01,"Australia","24",63.5
2014-01-01,"Australia","24",60.2
2015-01-01,"Australia","24",60.9
2016-01-01,"Australia","24",58.6
2017-01-01,"Australia","24",56.2
2018-01-01,"Australia","24",57.3
2019-01-01,"Australia","24",53.4
2020-01-01,"Australia","24",51
2021-01-01,"Australia","24",53.6
2022-01-01,"Australia","24",51.3
1975-01-01,"Australian Capital Territory","24",168.3
1976-01-01,"Australian Capital Territory","24",155.2
1977-01-01,"Australian Capital Territory","24",172.8
1978-01-01,"Australian Capital Territory","24",152.8
1979-01-01,"Australian Capital Territory","24",142.2
1980-01-01,"Australian Capital Territory","24",143.1
1981-01-01,"Australian Capital Territory","24",152.3
1982-01-01,"Australian Capital Territory","24",133.4
1983-01-01,"Australian Capital Territory","24",129
1984-01-01,"Australian Capital Territory","24",124.1
1985-01-01,"Australian Capital Territory","24",119.9
1986-01-01,"Australian Capital Territory","24",110.4
1987-01-01,"Australian Capital Territory","24",104.5
1988-01-01,"Australian Capital Territory","24",110.3
1989-01-01,"Australian Capital Territory","24",90.1
1990-01-01,"Australian Capital Territory","24",104.1
1991-01-01,"Australian Capital Territory","24",97.4
1992-01-01,"Australian Capital Territory","24",82.1
1993-01-01,"Australian Capital Territory","24",76
1994-01-01,"Australian Capital Territory","24",83.3
1995-01-01,"Australian Capital Territory","24",76.5
1996-01-01,"Australian Capital Territory","24",75.5
1997-01-01,"Australian Capital Territory","24",63
1998-01-01,"Australian Capital Territory","24",56.7
1999-01-01,"Australian Capital Territory","24",61.1
2000-01-01,"Australian Capital Territory","24",51.2
2001-01-01,"Australian Capital Territory","24",60.2
2002-01-01,"Australian Capital Territory","24",61.1
2003-01-01,"Australian Capital Territory","24",47.3
2004-01-01,"Australian Capital Territory","24",33.7
2005-01-01,"Australian Capital Territory","24",42.5
2006-01-01,"Australian Capital Territory","24",51.3
2007-01-01,"Australian Capital Territory","24",51
2008-01-01,"Australian Capital Territory","24",49.8
2009-01-01,"Australian Capital Territory","24",43.6
2010-01-01,"Australian Capital Territory","24",47
2011-01-01,"Australian Capital Territory","24",38.7
2012-01-01,"Australian Capital Territory","24",46.1
2013-01-01,"Australian Capital Territory","24",42.6
2014-01-01,"Australian Capital Territory","24",39.5
2015-01-01,"Australian Capital Territory","24",39.8
2016-01-01,"Australian Capital Territory","24",36.1
2017-01-01,"Australian Capital Territory","24",38.1
2018-01-01,"Australian Capital Territory","24",34.4
2019-01-01,"Australian Capital Territory","24",31.9
2020-01-01,"Australian Capital Territory","24",29.9
2021-01-01,"Australian Capital Territory","24",30.7
2022-01-01,"Australian Capital Territory","24",25.5
1975-01-01,"New South Wales","24",155.5
1976-01-01,"New South Wales","24",149.6
1977-01-01,"New South Wales","24",144.3
1978-01-01,"New South Wales","24",143.1
1979-01-01,"New South Wales","24",137.3
1980-01-01,"New South Wales","24",140.9
1981-01-01,"New South Wales","24",138.8
1982-01-01,"New South Wales","24",139.1
1983-01-01,"New South Wales","24",133.6
1984-01-01,"New South Wales","24",122.6
1985-01-01,"New South Wales","24",130.4
1986-01-01,"New South Wales","24",123.9
1987-01-01,"New South Wales","24",119.1
1988-01-01,"New South Wales","24",112.6
1989-01-01,"New South Wales","24",108.7
1990-01-01,"New South Wales","24",113.1
1991-01-01,"New South Wales","24",102.6
1992-01-01,"New South Wales","24",108
1993-01-01,"New South Wales","24",98.5
1994-01-01,"New South Wales","24",96.8
1995-01-01,"New South Wales","24",89.8
1996-01-01,"New South Wales","24",88.5
1997-01-01,"New South Wales","24",84.7
1998-01-01,"New South Wales","24",83.3
1999-01-01,"New South Wales","24",80.9
2000-01-01,"New South Wales","24",80.6
2001-01-01,"New South Wales","24",76.9
2002-01-01,"New South Wales","24",75.8
2003-01-01,"New South Wales","24",74.6
2004-01-01,"New South Wales","24",71.1
2005-01-01,"New South Wales","24",75.2
2006-01-01,"New South Wales","24",73
2007-01-01,"New South Wales","24",74
2008-01-01,"New South Wales","24",75.2
2009-01-01,"New South Wales","24",71.1
2010-01-01,"New South Wales","24",74.4
2011-01-01,"New South Wales","24",67.5
2012-01-01,"New South Wales","24",66.3
2013-01-01,"New South Wales","24",63.1
2014-01-01,"New South Wales","24",55.5
2015-01-01,"New South Wales","24",61.8
2016-01-01,"New South Wales","24",55.9
2017-01-01,"New South Wales","24",54
2018-01-01,"New South Wales","24",57.7
2019-01-01,"New South Wales","24",54.7
2020-01-01,"New South Wales","24",51.6
2021-01-01,"New South Wales","24",55.4
2022-01-01,"New South Wales","24",52.4
1975-01-01,"Northern Territory","24",185.2
1976-01-01,"Northern Territory","24",176.2
1977-01-01,"Northern Territory","24",160.8
1978-01-01,"Northern Territory","24",136.6
1979-01-01,"Northern Territory","24",146.5
1980-01-01,"Northern Territory","24",126.1
1981-01-01,"Northern Territory","24",164.4
1982-01-01,"Northern Territory","24",133.1
1983-01-01,"Northern Territory","24",132.3
1984-01-01,"Northern Territory","24",135.8
1985-01-01,"Northern Territory","24",127.2
1986-01-01,"Northern Territory","24",137.7
1987-01-01,"Northern Territory","24",118.3
1988-01-01,"Northern Territory","24",124.4
1989-01-01,"Northern Territory","24",106
1990-01-01,"Northern Territory","24",106.3
1991-01-01,"Northern Territory","24",109.6
1992-01-01,"Northern Territory","24",124.9
1993-01-01,"Northern Territory","24",114.6
1994-01-01,"Northern Territory","24",112.8
1995-01-01,"Northern Territory","24",125.1
1996-01-01,"Northern Territory","24",107.1
1997-01-01,"Northern Territory","24",107.3
1998-01-01,"Northern Territory","24",112.1
1999-01-01,"Northern Territory","24",105
2000-01-01,"Northern Territory","24",89.1
2001-01-01,"Northern Territory","24",108.7
2002-01-01,"Northern Territory","24",115.2
2003-01-01,"Northern Territory","24",115.7
2004-01-01,"Northern Territory","24",103.7
2005-01-01,"Northern Territory","24",113.8
2006-01-01,"Northern Territory","24",99.1
2007-01-01,"Northern Territory","24",94.8
2008-01-01,"Northern Territory","24",111.5
2009-01-01,"Northern Territory","24",93.5
2010-01-01,"Northern Territory","24",82.6
2011-01-01,"Northern Territory","24",100.1
2012-01-01,"Northern Territory","24",95.1
2013-01-01,"Northern Territory","24",78.7
2014-01-01,"Northern Territory","24",89.2
2015-01-01,"Northern Territory","24",89.7
2016-01-01,"Northern Territory","24",92.2
2017-01-01,"Northern Territory","24",76.6
2018-01-01,"Northern Territory","24",86
2019-01-01,"Northern Territory","24",83.4
2020-01-01,"Northern Territory","24",75.6
2021-01-01,"Northern Territory","24",67.8
2022-01-01,"Northern Territory","24",67.7
1975-01-01,"Queensland","24",178.2
1976-01-01,"Queensland","24",168.5
1977-01-01,"Queensland","24",163.8
1978-01-01,"Queensland","24",154.9
1979-01-01,"Queensland","24",151.5
1980-01-01,"Queensland","24",144.8
1981-01-01,"Queensland","24",149
1982-01-01,"Queensland","24",151.9
1983-01-01,"Queensland","24",152.2
1984-01-01,"Queensland","24",142.8
1985-01-01,"Queensland","24",135.3
1986-01-01,"Queensland","24",126.9
1987-01-01,"Queensland","24",120
1988-01-01,"Queensland","24",117.8
1989-01-01,"Queensland","24",111.7
1990-01-01,"Queensland","24",112.9
1991-01-01,"Queensland","24",110.9
1992-01-01,"Queensland","24",113.7
1993-01-01,"Queensland","24",103.4
1994-01-01,"Queensland","24",101.8
1995-01-01,"Queensland","24",93.5
1996-01-01,"Queensland","24",98.2
1997-01-01,"Queensland","24",89.8
1998-01-01,"Queensland","24",90.9
1999-01-01,"Queensland","24",88.8
2000-01-01,"Queensland","24",88.4
2001-01-01,"Queensland","24",86.8
2002-01-01,"Queensland","24",83.2
2003-01-01,"Queensland","24",82.6
2004-01-01,"Queensland","24",80.8
2005-01-01,"Queensland","24",81.8
2006-01-01,"Queensland","24",81.3
