"fecha","State","NOM"
2014-01-01,"TAS",589
2014-04-01,"TAS",289
2014-07-01,"TAS",376
2014-10-01,"TAS",471
2015-01-01,"TAS",601
2015-04-01,"TAS",75
2015-07-01,"TAS",486
2015-10-01,"TAS",251
2016-01-01,"TAS",771
2016-04-01,"TAS",263
2016-07-01,"TAS",554
2016-10-01,"TAS",689
2017-01-01,"TAS",828
2017-04-01,"TAS",273
2017-07-01,"TAS",987
2017-10-01,"TAS",483
2018-01-01,"TAS",815
2018-04-01,"TAS",518
2018-07-01,"TAS",1129
2018-10-01,"TAS",703
2019-01-01,"TAS",1026
2019-04-01,"TAS",327
2019-07-01,"TAS",841
2019-10-01,"TAS",1773
2020-01-01,"TAS",1061
2020-04-01,"TAS",-37
2020-07-01,"TAS",-283
2020-10-01,"TAS",-113
2021-01-01,"TAS",133
2021-04-01,"TAS",-57
2021-07-01,"TAS",134
2021-10-01,"TAS",1232
2022-01-01,"TAS",1229
2022-04-01,"TAS",759
2022-07-01,"TAS",833
2022-10-01,"TAS",1371
2023-01-01,"TAS",1312
2023-04-01,"TAS",892
2023-07-01,"TAS",825
1981-04-01,"VIC",5533
1981-07-01,"VIC",8237
1981-10-01,"VIC",8505
1982-01-01,"VIC",7606
1982-04-01,"VIC",6796
1982-07-01,"VIC",6164
1982-10-01,"VIC",4394
1983-01-01,"VIC",5952
1983-04-01,"VIC",3164
1983-07-01,"VIC",3664
1983-10-01,"VIC",3525
1984-01-01,"VIC",3623
1984-04-01,"VIC",3918
1984-07-01,"VIC",5051
1984-10-01,"VIC",5112
1985-01-01,"VIC",6233
1985-04-01,"VIC",3762
1985-07-01,"VIC",6503
1985-10-01,"VIC",7440
1986-01-01,"VIC",6925
1986-04-01,"VIC",5552
1986-07-01,"VIC",7321
1986-10-01,"VIC",8440
1987-01-01,"VIC",9715
1987-04-01,"VIC",7360
1987-07-01,"VIC",10088
1987-10-01,"VIC",8841
1988-01-01,"VIC",11808
1988-04-01,"VIC",6515
1988-07-01,"VIC",12862
1988-10-01,"VIC",10603
1989-01-01,"VIC",11191
1989-04-01,"VIC",4758
1989-07-01,"VIC",8958
1989-10-01,"VIC",9150
1990-01-01,"VIC",10226
1990-04-01,"VIC",5679
1990-07-01,"VIC",6884
1990-10-01,"VIC",4374
1991-01-01,"VIC",9336
1991-04-01,"VIC",2919
1991-07-01,"VIC",6637
1991-10-01,"VIC",2586
1992-01-01,"VIC",7741
1992-04-01,"VIC",1398
1992-07-01,"VIC",3914
1992-10-01,"VIC",935
1993-01-01,"VIC",4882
1993-04-01,"VIC",-1766
1993-07-01,"VIC",3824
1993-10-01,"VIC",1057
1994-01-01,"VIC",4946
1994-04-01,"VIC",871
1994-07-01,"VIC",6111
1994-10-01,"VIC",1405
1995-01-01,"VIC",6915
1995-04-01,"VIC",4864
1995-07-01,"VIC",6962
1995-10-01,"VIC",7435
1996-01-01,"VIC",6772
1996-04-01,"VIC",4523
1996-07-01,"VIC",7794
1996-10-01,"VIC",4343
1997-01-01,"VIC",7982
1997-04-01,"VIC",959
1997-07-01,"VIC",5593
1997-10-01,"VIC",2683
1998-01-01,"VIC",9464
1998-04-01,"VIC",1573
1998-07-01,"VIC",6753
1998-10-01,"VIC",5758
1999-01-01,"VIC",9803
1999-04-01,"VIC",2377
1999-07-01,"VIC",7544
1999-10-01,"VIC",5122
2000-01-01,"VIC",11255
2000-04-01,"VIC",3061
2000-07-01,"VIC",8744
2000-10-01,"VIC",6403
2001-01-01,"VIC",15900
2001-04-01,"VIC",4289
2001-07-01,"VIC",3759
2001-10-01,"VIC",5614
2002-01-01,"VIC",8917
2002-04-01,"VIC",1962
2002-07-01,"VIC",6144
2002-10-01,"VIC",6606
2003-01-01,"VIC",10691
2003-04-01,"VIC",3336
2003-07-01,"VIC",7107
2003-10-01,"VIC",5435
2004-01-01,"VIC",9740
2004-04-01,"VIC",2738
2004-07-01,"VIC",8892
2004-10-01,"VIC",6438
2005-01-01,"VIC",13482
2005-04-01,"VIC",3480
2005-07-01,"VIC",9955
2005-10-01,"VIC",8892
2006-01-01,"VIC",15469
2006-04-01,"VIC",5245
2006-07-01,"VIC",14853
2006-10-01,"VIC",13011
2007-01-01,"VIC",22045
2007-04-01,"VIC",12630
2007-07-01,"VIC",17509
2007-10-01,"VIC",14288
2008-01-01,"VIC",24930
2008-04-01,"VIC",16835
2008-07-01,"VIC",22776
2008-10-01,"VIC",18684
2009-01-01,"VIC",25867
2009-04-01,"VIC",16289
2009-07-01,"VIC",18998
2009-10-01,"VIC",10933
2010-01-01,"VIC",16227
2010-04-01,"VIC",7521
2010-07-01,"VIC",10269
2010-10-01,"VIC",9197
2011-01-01,"VIC",15683
2011-04-01,"VIC",9482
2011-07-01,"VIC",13291
2011-10-01,"VIC",12606
2012-01-01,"VIC",18396
2012-04-01,"VIC",11881
2012-07-01,"VIC",15665
2012-10-01,"VIC",12811
2013-01-01,"VIC",18901
2013-04-01,"VIC",11657
2013-07-01,"VIC",16143
2013-10-01,"VIC",11802
2014-01-01,"VIC",19573
2014-04-01,"VIC",9388
2014-07-01,"VIC",16879
2014-10-01,"VIC",12553
2015-01-01,"VIC",20105
2015-04-01,"VIC",11157
2015-07-01,"VIC",18147
2015-10-01,"VIC",14782
2016-01-01,"VIC",24794
2016-04-01,"VIC",14492
2016-07-01,"VIC",24517
2016-10-01,"VIC",19105
2017-01-01,"VIC",31795
2017-04-01,"VIC",15826
2017-07-01,"VIC",24565
2017-10-01,"VIC",14946
2018-01-01,"VIC",30962
2018-04-01,"VIC",16495
2018-07-01,"VIC",25574
2018-10-01,"VIC",16506
2019-01-01,"VIC",30510
2019-04-01,"VIC",12886
2019-07-01,"VIC",25930
2019-10-01,"VIC",15737
2020-01-01,"VIC",21407
2020-04-01,"VIC",-2477
2020-07-01,"VIC",-20667
2020-10-01,"VIC",-18680
2021-01-01,"VIC",-9881
2021-04-01,"VIC",-3831
2021-07-01,"VIC",-4938
2021-10-01,"VIC",13096
2022-01-01,"VIC",35382
2022-04-01,"VIC",22510
2022-07-01,"VIC",37567
2022-10-01,"VIC",37057
2023-01-01,"VIC",47981
2023-04-01,"VIC",34615
2023-07-01,"VIC",42105
1981-04-01,"WA",3776
1981-07-01,"WA",5101
1981-10-01,"WA",4375
1982-01-01,"WA",4600
1982-04-01,"WA",4081
1982-07-01,"WA",4584
1982-10-01,"WA",2362
1983-01-01,"WA",2405
1983-04-01,"WA",1858
1983-07-01,"WA",1607
1983-10-01,"WA",979
1984-01-01,"WA",862
1984-04-01,"WA",820
1984-07-01,"WA",1673
1984-10-01,"WA",1788
1985-01-01,"WA",2362
1985-04-01,"WA",1971
1985-07-01,"WA",2820
1985-10-01,"WA",3421
1986-01-01,"WA",3249
1986-04-01,"WA",3546
1986-07-01,"WA",4211
1986-10-01,"WA",4507
1987-01-01,"WA",4814
1987-04-01,"WA",3782
1987-07-01,"WA",4757
1987-10-01,"WA",4200
1988-01-01,"WA",6916
1988-04-01,"WA",4972
1988-07-01,"WA",8057
1988-10-01,"WA",6079
1989-01-01,"WA",6773
1989-04-01,"WA",3256
1989-07-01,"WA",4972
1989-10-01,"WA",3728
1990-01-01,"WA",4905
1990-04-01,"WA",3233
1990-07-01,"WA",2951
1990-10-01,"WA",1717
1991-01-01,"WA",4218
1991-04-01,"WA",1719
1991-07-01,"WA",2982
1991-10-01,"WA",909
1992-01-01,"WA",2866
1992-04-01,"WA",908
1992-07-01,"WA",1815
1992-10-01,"WA",336
1993-01-01,"WA",2859
1993-04-01,"WA",-370
1993-07-01,"WA",2221
1993-10-01,"WA",850
1994-01-01,"WA",2952
1994-04-01,"WA",695
1994-07-01,"WA",3563
1994-10-01,"WA",751
1995-01-01,"WA",3269
1995-04-01,"WA",2925
1995-07-01,"WA",3651
1995-10-01,"WA",3203
1996-01-01,"WA",3182
1996-04-01,"WA",2303
1996-07-01,"WA",3967
1996-10-01,"WA",2888
1997-01-01,"WA",4309
1997-04-01,"WA",1116
1997-07-01,"WA",3021
1997-10-01,"WA",2355
1998-01-01,"WA",5019
1998-04-01,"WA",1598
1998-07-01,"WA",4190
1998-10-01,"WA",2271
1999-01-01,"WA",4634
1999-04-01,"WA",2286
1999-07-01,"WA",5502
1999-10-01,"WA",1570
2000-01-01,"WA",5113
2000-04-01,"WA",1808
2000-07-01,"WA",4098
2000-10-01,"WA",3946
2001-01-01,"WA",5715
2001-04-01,"WA",2504
2001-07-01,"WA",3932
2001-10-01,"WA",4196
2002-01-01,"WA",4947
2002-04-01,"WA",1895
2002-07-01,"WA",2951
2002-10-01,"WA",3865
2003-01-01,"WA",5717
2003-04-01,"WA",3042
2003-07-01,"WA",3983
2003-10-01,"WA",3977
2004-01-01,"WA",3990
2004-04-01,"WA",1684
2004-07-01,"WA",3876
2004-10-01,"WA",4424
2005-01-01,"WA",6131
2005-04-01,"WA",2729
2005-07-01,"WA",5108
2005-10-01,"WA",5952
2006-01-01,"WA",7510
2006-04-01,"WA",3785
2006-07-01,"WA",7687
2006-10-01,"WA",7221
2007-01-01,"WA",10277
2007-04-01,"WA",6196
2007-07-01,"WA",9211
2007-10-01,"WA",8743
2008-01-01,"WA",13449
2008-04-01,"WA",9773
2008-07-01,"WA",13744
2008-10-01,"WA",11223
2009-01-01,"WA",12971
2009-04-01,"WA",6390
2009-07-01,"WA",8179
2009-10-01,"WA",5301
2010-01-01,"WA",8769
2010-04-01,"WA",6617
2010-07-01,"WA",8678
2010-10-01,"WA",7833
2011-01-01,"WA",11206
2011-04-01,"WA",8708
2011-07-01,"WA",11922
2011-10-01,"WA",11441
2012-01-01,"WA",15822
2012-04-01,"WA",11595
2012-07-01,"WA",13087
2012-10-01,"WA",9461
2013-01-01,"WA",12339
2013-04-01,"WA",7251
2013-07-01,"WA",6300
2013-10-01,"WA",3171
2014-01-01,"WA",7143
2014-04-01,"WA",2136
2014-07-01,"WA",3936
2014-10-01,"WA",2297
2015-01-01,"WA",5620
2015-04-01,"WA",2218
2015-07-01,"WA",3304
2015-10-01,"WA",1599
2016-01-01,"WA",5362
2016-04-01,"WA",1356
2016-07-01,"WA",3803
2016-10-01,"WA",1442
2017-01-01,"WA",5141
2017-04-01,"WA",1623
2017-07-01,"WA",3720
2017-10-01,"WA",1218
2018-01-01,"WA",4733
2018-04-01,"WA",2309
2018-07-01,"WA",4361
2018-10-01,"WA",3147
2019-01-01,"WA",6632
2019-04-01,"WA",3344
2019-07-01,"WA",7901
2019-10-01,"WA",7628
2020-01-01,"WA",9991
2020-04-01,"WA",-363
2020-07-01,"WA",-2317
2020-10-01,"WA",-2155
2021-01-01,"WA",-633
2021-04-01,"WA",12
2021-07-01,"WA",-701
2021-10-01,"WA",110
2022-01-01,"WA",7179
2022-04-01,"WA",8749
2022-07-01,"WA",14748
2022-10-01,"WA",15028
2023-01-01,"WA",19537
2023-04-01,"WA",14942
2023-07-01,"WA",18122
