"fecha","Country","Purpose","Count"
2015-08-01,"China (excl SARs and Taiwan province)","Other",266
2015-09-01,"China (excl SARs and Taiwan province)","Other",383
2015-10-01,"China (excl SARs and Taiwan province)","Other",467
2015-11-01,"China (excl SARs and Taiwan province)","Other",559
2015-12-01,"China (excl SARs and Taiwan province)","Other",198
2016-01-01,"China (excl SARs and Taiwan province)","Other",331
2016-02-01,"China (excl SARs and Taiwan province)","Other",342
2016-03-01,"China (excl SARs and Taiwan province)","Other",274
2016-04-01,"China (excl SARs and Taiwan province)","Other",976
2016-05-01,"China (excl SARs and Taiwan province)","Other",428
2016-06-01,"China (excl SARs and Taiwan province)","Other",288
2016-07-01,"China (excl SARs and Taiwan province)","Other",387
2016-08-01,"China (excl SARs and Taiwan province)","Other",427
2016-09-01,"China (excl SARs and Taiwan province)","Other",533
2016-10-01,"China (excl SARs and Taiwan province)","Other",565
2016-11-01,"China (excl SARs and Taiwan province)","Other",458
2016-12-01,"China (excl SARs and Taiwan province)","Other",529
2017-01-01,"China (excl SARs and Taiwan province)","Other",395
2017-02-01,"China (excl SARs and Taiwan province)","Other",480
2017-03-01,"China (excl SARs and Taiwan province)","Other",407
2017-04-01,"China (excl SARs and Taiwan province)","Other",419
2017-05-01,"China (excl SARs and Taiwan province)","Other",669
2017-06-01,"China (excl SARs and Taiwan province)","Other",277
2005-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5795
2005-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4172
2005-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5501
2005-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3486
2005-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3591
2005-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4715
2005-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3311
2005-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3436
2005-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6295
2005-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3990
2005-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4761
2005-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8954
2006-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7084
2006-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",2679
2006-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3888
2006-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6205
2006-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3275
2006-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5154
2006-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4721
2006-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3199
2006-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7266
2006-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4894
2006-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5140
2006-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9837
2007-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5159
2007-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5066
2007-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7434
2007-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5093
2007-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5071
2007-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5251
2007-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",2628
2007-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3404
2007-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7441
2007-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3427
2007-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4857
2007-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9909
2008-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5867
2008-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4833
2008-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5822
2008-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5000
2008-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4791
2008-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4221
2008-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4305
2008-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",3232
2008-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8215
2008-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4478
2008-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5194
2008-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10187
2009-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7877
2009-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4250
2009-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6883
2009-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6628
2009-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4515
2009-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4869
2009-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4142
2009-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4591
2009-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8483
2009-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5902
2009-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6319
2009-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",12031
2010-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5449
2010-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5748
2010-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7543
2010-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6361
2010-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6123
2010-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5508
2010-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4185
2010-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6467
2010-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10017
2010-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6141
2010-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6389
2010-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",13156
2011-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9370
2011-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4781
2011-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6304
2011-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10580
2011-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7680
2011-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6047
2011-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5386
2011-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4561
2011-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",11834
2011-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7118
2011-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6913
2011-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",14535
2012-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",11675
2012-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",4811
2012-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9329
2012-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8836
2012-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6881
2012-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7694
2012-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5380
2012-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6151
2012-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",13331
2012-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7656
2012-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7920
2012-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",13917
2013-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8516
2013-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7446
2013-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10992
2013-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9838
2013-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6242
2013-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8298
2013-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5579
2013-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6438
2013-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",13924
2013-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8531
2013-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7686
2013-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",14126
2014-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",11753
2014-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5871
2014-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8557
2014-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10528
2014-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8074
2014-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7847
2014-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5812
2014-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6212
2014-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",12647
2014-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8658
2014-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7604
2014-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",18373
2015-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8525
2015-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10476
2015-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",12023
2015-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10610
2015-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9087
2015-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9006
2015-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6973
2015-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6644
2015-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",14953
2015-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9686
2015-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8463
2015-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",17753
2016-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",11604
2016-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8292
2016-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",13558
2016-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9461
2016-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8505
2016-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",9125
2016-07-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",7049
2016-08-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",6557
2016-09-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",14337
2016-10-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10310
2016-11-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",8625
2016-12-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",17762
2017-01-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",15352
2017-02-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",5518
2017-03-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",12291
2017-04-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",12028
2017-05-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10155
2017-06-01,"China (excl SARs and Taiwan province)","Visiting Friends or Relatives",10084
2005-01-01,"Fiji","Business",1078
2005-02-01,"Fiji","Business",1220
2005-03-01,"Fiji","Business",1141
2005-04-01,"Fiji","Business",1847
2005-05-01,"Fiji","Business",1585
2005-06-01,"Fiji","Business",1993
2005-07-01,"Fiji","Business",2088
2005-08-01,"Fiji","Business",1929
2005-09-01,"Fiji","Business",1779
2005-10-01,"Fiji","Business",1399
2005-11-01,"Fiji","Business",1622
2005-12-01,"Fiji","Business",480
2006-01-01,"Fiji","Business",760
2006-02-01,"Fiji","Business",1414
2006-03-01,"Fiji","Business",970
2006-04-01,"Fiji","Business",1426
2006-05-01,"Fiji","Business",2804
2006-06-01,"Fiji","Business",1558
2006-07-01,"Fiji","Business",1677
2006-08-01,"Fiji","Business",1698
2006-09-01,"Fiji","Business",1553
2006-10-01,"Fiji","Business",1773
2006-11-01,"Fiji","Business",1045
2006-12-01,"Fiji","Business",279
2007-01-01,"Fiji","Business",670
2007-02-01,"Fiji","Business",1123
2007-03-01,"Fiji","Business",942
2007-04-01,"Fiji","Business",1856
2007-05-01,"Fiji","Business",1784
2007-06-01,"Fiji","Business",1267
2007-07-01,"Fiji","Business",1880
2007-08-01,"Fiji","Business",1896
2007-09-01,"Fiji","Business",2791
2007-10-01,"Fiji","Business",2266
2007-11-01,"Fiji","Business",1731
2007-12-01,"Fiji","Business",1212
2008-01-01,"Fiji","Business",1686
2008-02-01,"Fiji","Business",1763
2008-03-01,"Fiji","Business",2670
2008-04-01,"Fiji","Business",3133
2008-05-01,"Fiji","Business",2763
2008-06-01,"Fiji","Business",1708
2008-07-01,"Fiji","Business",2964
2008-08-01,"Fiji","Business",2873
2008-09-01,"Fiji","Business",1974
2008-10-01,"Fiji","Business",2587
2008-11-01,"Fiji","Business",2236
2008-12-01,"Fiji","Business",1128
2009-01-01,"Fiji","Business",591
2009-02-01,"Fiji","Business",939
2009-03-01,"Fiji","Business",1722
2009-04-01,"Fiji","Business",1517
2009-05-01,"Fiji","Business",1474
2009-06-01,"Fiji","Business",2192
2009-07-01,"Fiji","Business",1970
2009-08-01,"Fiji","Business",3064
2009-09-01,"Fiji","Business",2585
2009-10-01,"Fiji","Business",1919
2009-11-01,"Fiji","Business",2589
2009-12-01,"Fiji","Business",1015
2010-01-01,"Fiji","Business",1719
2010-02-01,"Fiji","Business",990
2010-03-01,"Fiji","Business",1887
2010-04-01,"Fiji","Business",2411
2010-05-01,"Fiji","Business",2245
2010-06-01,"Fiji","Business",2207
2010-07-01,"Fiji","Business",1774
2010-08-01,"Fiji","Business",3496
2010-09-01,"Fiji","Business",2007
2010-10-01,"Fiji","Business",3325
2010-11-01,"Fiji","Business",2288
2010-12-01,"Fiji","Business",891
2011-01-01,"Fiji","Business",1216
2011-02-01,"Fiji","Business",1620
2011-03-01,"Fiji","Business",2210
2011-04-01,"Fiji","Business",2002
2011-05-01,"Fiji","Business",2448
2011-06-01,"Fiji","Business",1823
2011-07-01,"Fiji","Business",2803
2011-08-01,"Fiji","Business",1969
2011-09-01,"Fiji","Business",1897
2011-10-01,"Fiji","Business",2917
2011-11-01,"Fiji","Business",2855
2011-12-01,"Fiji","Business",1107
2012-01-01,"Fiji","Business",1079
2012-02-01,"Fiji","Business",1750
2012-03-01,"Fiji","Business",2140
2012-04-01,"Fiji","Business",1803
2012-05-01,"Fiji","Business",1727
2012-06-01,"Fiji","Business",2040
2012-07-01,"Fiji","Business",1859
2012-08-01,"Fiji","Business",2181
2012-09-01,"Fiji","Business",2697
2012-10-01,"Fiji","Business",2318
2012-11-01,"Fiji","Business",2027
2012-12-01,"Fiji","Business",1462
2013-01-01,"Fiji","Business",903
2013-02-01,"Fiji","Business",1511
2013-03-01,"Fiji","Business",2450
2013-04-01,"Fiji","Business",1645
2013-05-01,"Fiji","Business",2402
2013-06-01,"Fiji","Business",2035
2013-07-01,"Fiji","Business",3157
2013-08-01,"Fiji","Business",3843
2013-09-01,"Fiji","Business",2294
2013-10-01,"Fiji","Business",2125
2013-11-01,"Fiji","Business",2360
2013-12-01,"Fiji","Business",1567
2014-01-01,"Fiji","Business",1378
2014-02-01,"Fiji","Business",1147
2014-03-01,"Fiji","Business",1879
2014-04-01,"Fiji","Business",1951
2014-05-01,"Fiji","Business",2107
2014-06-01,"Fiji","Business",1526
2014-07-01,"Fiji","Business",2233
2014-08-01,"Fiji","Business",2508
2014-09-01,"Fiji","Business",2272
2014-10-01,"Fiji","Business",2687
2014-11-01,"Fiji","Business",2991
2014-12-01,"Fiji","Business",1074
2015-01-01,"Fiji","Business",1063
2015-02-01,"Fiji","Business",2120
2015-03-01,"Fiji","Business",2653
2015-04-01,"Fiji","Business",1619
2015-05-01,"Fiji","Business",2888
2015-06-01,"Fiji","Business",2480
2015-07-01,"Fiji","Business",3342
2015-08-01,"Fiji","Business",2134
2015-09-01,"Fiji","Business",2747
2015-10-01,"Fiji","Business",3698
2015-11-01,"Fiji","Business",2837
2015-12-01,"Fiji","Business",1254
2016-01-01,"Fiji","Business",1443
2016-02-01,"Fiji","Business",1517
2016-03-01,"Fiji","Business",2386
2016-04-01,"Fiji","Business",2588
2016-05-01,"Fiji","Business",3526
2016-06-01,"Fiji","Business",2822
2016-07-01,"Fiji","Business",2707
2016-08-01,"Fiji","Business",3590
2016-09-01,"Fiji","Business",2939
2016-10-01,"Fiji","Business",3455
2016-11-01,"Fiji","Business",3279
2016-12-01,"Fiji","Business",1059
2017-01-01,"Fiji","Business",1662
2017-02-01,"Fiji","Business",1910
2017-03-01,"Fiji","Business",3054
2017-04-01,"Fiji","Business",2456
2017-05-01,"Fiji","Business",3783
2017-06-01,"Fiji","Business",2687
2005-01-01,"Fiji","Education",72
2005-02-01,"Fiji","Education",51
2005-03-01,"Fiji","Education",0
2005-04-01,"Fiji","Education",52
2005-05-01,"Fiji","Education",105
2005-06-01,"Fiji","Education",120
2005-07-01,"Fiji","Education",102
2005-08-01,"Fiji","Education",102
2005-09-01,"Fiji","Education",103
2005-10-01,"Fiji","Education",152
2005-11-01,"Fiji","Education",104
2005-12-01,"Fiji","Education",1
2006-01-01,"Fiji","Education",4
2006-02-01,"Fiji","Education",55
2006-03-01,"Fiji","Education",2
2006-04-01,"Fiji","Education",113
2006-05-01,"Fiji","Education",0
2006-06-01,"Fiji","Education",123
2006-07-01,"Fiji","Education",0
2006-08-01,"Fiji","Education",1
2006-09-01,"Fiji","Education",53
2006-10-01,"Fiji","Education",114
2006-11-01,"Fiji","Education",101
2006-12-01,"Fiji","Education",1
2007-01-01,"Fiji","Education",59
2007-02-01,"Fiji","Education",2
2007-03-01,"Fiji","Education",41
2007-04-01,"Fiji","Education",54
2007-05-01,"Fiji","Education",10
2007-06-01,"Fiji","Education",106
2007-07-01,"Fiji","Education",61
2007-08-01,"Fiji","Education",10
2007-09-01,"Fiji","Education",113
2007-10-01,"Fiji","Education",51
2007-11-01,"Fiji","Education",143
2007-12-01,"Fiji","Education",102
2008-01-01,"Fiji","Education",10
2008-02-01,"Fiji","Education",0
2008-03-01,"Fiji","Education",0
2008-04-01,"Fiji","Education",75
2008-05-01,"Fiji","Education",0
2008-06-01,"Fiji","Education",204
2008-07-01,"Fiji","Education",103
2008-08-01,"Fiji","Education",172
2008-09-01,"Fiji","Education",10
2008-10-01,"Fiji","Education",153
2008-11-01,"Fiji","Education",163
2008-12-01,"Fiji","Education",51
2009-01-01,"Fiji","Education",61
2009-02-01,"Fiji","Education",0
2009-03-01,"Fiji","Education",51
2009-04-01,"Fiji","Education",62
2009-05-01,"Fiji","Education",153
2009-06-01,"Fiji","Education",173
2009-07-01,"Fiji","Education",51
2009-08-01,"Fiji","Education",0
2009-09-01,"Fiji","Education",223
2009-10-01,"Fiji","Education",153
2009-11-01,"Fiji","Education",1
2009-12-01,"Fiji","Education",112
2010-01-01,"Fiji","Education",122
2010-02-01,"Fiji","Education",51
2010-03-01,"Fiji","Education",0
2010-04-01,"Fiji","Education",51
2010-05-01,"Fiji","Education",102
2010-06-01,"Fiji","Education",265
2010-07-01,"Fiji","Education",102
2010-08-01,"Fiji","Education",102
2010-09-01,"Fiji","Education",204
2010-10-01,"Fiji","Education",61
2010-11-01,"Fiji","Education",51
2010-12-01,"Fiji","Education",10
2011-01-01,"Fiji","Education",102
2011-02-01,"Fiji","Education",51
2011-03-01,"Fiji","Education",153
2011-04-01,"Fiji","Education",163
2011-05-01,"Fiji","Education",112
2011-06-01,"Fiji","Education",112
2011-07-01,"Fiji","Education",51
2011-08-01,"Fiji","Education",10
2011-09-01,"Fiji","Education",187
2011-10-01,"Fiji","Education",51
2011-11-01,"Fiji","Education",0
2011-12-01,"Fiji","Education",51
2012-01-01,"Fiji","Education",1
2012-02-01,"Fiji","Education",9
2012-03-01,"Fiji","Education",112
2012-04-01,"Fiji","Education",153
2012-05-01,"Fiji","Education",0
2012-06-01,"Fiji","Education",219
2012-07-01,"Fiji","Education",51
2012-08-01,"Fiji","Education",102
2012-09-01,"Fiji","Education",357
2012-10-01,"Fiji","Education",122
2012-11-01,"Fiji","Education",102
2012-12-01,"Fiji","Education",117
2013-01-01,"Fiji","Education",61
2013-02-01,"Fiji","Education",0
2013-03-01,"Fiji","Education",51
2013-04-01,"Fiji","Education",154
2013-05-01,"Fiji","Education",102
2013-06-01,"Fiji","Education",297
2013-07-01,"Fiji","Education",102
2013-08-01,"Fiji","Education",51
2013-09-01,"Fiji","Education",357
2013-10-01,"Fiji","Education",270
2013-11-01,"Fiji","Education",255
2013-12-01,"Fiji","Education",0
2014-01-01,"Fiji","Education",214
2014-02-01,"Fiji","Education",0
2014-03-01,"Fiji","Education",1
2014-04-01,"Fiji","Education",0
2014-05-01,"Fiji","Education",51
2014-06-01,"Fiji","Education",214
2014-07-01,"Fiji","Education",335
2014-08-01,"Fiji","Education",255
2014-09-01,"Fiji","Education",102
2014-10-01,"Fiji","Education",10
2014-11-01,"Fiji","Education",526
2014-12-01,"Fiji","Education",61
2015-01-01,"Fiji","Education",68
2015-02-01,"Fiji","Education",51
2015-03-01,"Fiji","Education",52
2015-04-01,"Fiji","Education",163
2015-05-01,"Fiji","Education",164
2015-06-01,"Fiji","Education",204
2015-07-01,"Fiji","Education",41
2015-08-01,"Fiji","Education",61
2015-09-01,"Fiji","Education",170
2015-10-01,"Fiji","Education",0
2015-11-01,"Fiji","Education",204
2015-12-01,"Fiji","Education",126
2016-01-01,"Fiji","Education",126
2016-02-01,"Fiji","Education",51
2016-03-01,"Fiji","Education",95
2016-04-01,"Fiji","Education",245
2016-05-01,"Fiji","Education",60
2016-06-01,"Fiji","Education",330
2016-07-01,"Fiji","Education",174
2016-08-01,"Fiji","Education",227
2016-09-01,"Fiji","Education",520
2016-10-01,"Fiji","Education",113
2016-11-01,"Fiji","Education",119
2016-12-01,"Fiji","Education",153
2017-01-01,"Fiji","Education",418
2017-02-01,"Fiji","Education",51
2017-03-01,"Fiji","Education",102
2017-04-01,"Fiji","Education",214
2017-05-01,"Fiji","Education",111
2017-06-01,"Fiji","Education",806
2005-01-01,"Fiji","Employment",133
2005-02-01,"Fiji","Employment",32
2005-03-01,"Fiji","Employment",121
2005-04-01,"Fiji","Employment",139
2005-05-01,"Fiji","Employment",73
2005-06-01,"Fiji","Employment",54
2005-07-01,"Fiji","Employment",32
2005-08-01,"Fiji","Employment",167
2005-09-01,"Fiji","Employment",32
2005-10-01,"Fiji","Employment",20
2005-11-01,"Fiji","Employment",36
2005-12-01,"Fiji","Employment",9
2006-01-01,"Fiji","Employment",47
2006-02-01,"Fiji","Employment",195
2006-03-01,"Fiji","Employment",68
2006-04-01,"Fiji","Employment",175
2006-05-01,"Fiji","Employment",194
2006-06-01,"Fiji","Employment",200
2006-07-01,"Fiji","Employment",22
2006-08-01,"Fiji","Employment",133
2006-09-01,"Fiji","Employment",138
2006-10-01,"Fiji","Employment",184
2006-11-01,"Fiji","Employment",138
2006-12-01,"Fiji","Employment",177
2007-01-01,"Fiji","Employment",152
2007-02-01,"Fiji","Employment",47
2007-03-01,"Fiji","Employment",58
2007-04-01,"Fiji","Employment",73
2007-05-01,"Fiji","Employment",121
2007-06-01,"Fiji","Employment",104
2007-07-01,"Fiji","Employment",0
2007-08-01,"Fiji","Employment",234
2007-09-01,"Fiji","Employment",146
2007-10-01,"Fiji","Employment",340
2007-11-01,"Fiji","Employment",132
2007-12-01,"Fiji","Employment",122
2008-01-01,"Fiji","Employment",284
2008-02-01,"Fiji","Employment",234
2008-03-01,"Fiji","Employment",31
2008-04-01,"Fiji","Employment",133
2008-05-01,"Fiji","Employment",382
2008-06-01,"Fiji","Employment",224
2008-07-01,"Fiji","Employment",173
2008-08-01,"Fiji","Employment",377
2008-09-01,"Fiji","Employment",210
2008-10-01,"Fiji","Employment",133
2008-11-01,"Fiji","Employment",112
2008-12-01,"Fiji","Employment",163
2009-01-01,"Fiji","Employment",176
2009-02-01,"Fiji","Employment",204
2009-03-01,"Fiji","Employment",81
2009-04-01,"Fiji","Employment",62
2009-05-01,"Fiji","Employment",71
2009-06-01,"Fiji","Employment",164
2009-07-01,"Fiji","Employment",307
2009-08-01,"Fiji","Employment",153
2009-09-01,"Fiji","Employment",0
2009-10-01,"Fiji","Employment",367
2009-11-01,"Fiji","Employment",173
2009-12-01,"Fiji","Employment",198
2010-01-01,"Fiji","Employment",244
2010-02-01,"Fiji","Employment",239
2010-03-01,"Fiji","Employment",358
2010-04-01,"Fiji","Employment",255
2010-05-01,"Fiji","Employment",277
2010-06-01,"Fiji","Employment",86
2010-07-01,"Fiji","Employment",280
2010-08-01,"Fiji","Employment",106
2010-09-01,"Fiji","Employment",132
2010-10-01,"Fiji","Employment",286
2010-11-01,"Fiji","Employment",112
2010-12-01,"Fiji","Employment",183
2011-01-01,"Fiji","Employment",76
2011-02-01,"Fiji","Employment",51
2011-03-01,"Fiji","Employment",122
2011-04-01,"Fiji","Employment",265
2011-05-01,"Fiji","Employment",146
2011-06-01,"Fiji","Employment",82
2011-07-01,"Fiji","Employment",408
2011-08-01,"Fiji","Employment",113
2011-09-01,"Fiji","Employment",112
2011-10-01,"Fiji","Employment",226
2011-11-01,"Fiji","Employment",165
2011-12-01,"Fiji","Employment",173
2012-01-01,"Fiji","Employment",285
2012-02-01,"Fiji","Employment",154
2012-03-01,"Fiji","Employment",113
2012-04-01,"Fiji","Employment",116
2012-05-01,"Fiji","Employment",164
2012-06-01,"Fiji","Employment",137
2012-07-01,"Fiji","Employment",175
2012-08-01,"Fiji","Employment",255
2012-09-01,"Fiji","Employment",145
