"fecha","Pageviews"
2021-10-29,31712
2021-10-30,23172
2021-10-31,19948
2021-11-01,24923
2021-11-02,33332
2021-11-03,32954
2021-11-04,30926
2021-11-05,30449
2021-11-06,21121
2021-11-07,18379
2021-11-08,28293
2021-11-09,36863
2021-11-10,34548
2021-11-11,35354
2021-11-12,31213
2021-11-13,22906
2021-11-14,21121
2021-11-15,31577
2021-11-16,38674
2021-11-17,36388
2021-11-18,35443
2021-11-19,33953
2021-11-20,24509
2021-11-21,19960
2021-11-22,31410
2021-11-23,39742
2021-11-24,33096
2021-11-25,31967
2021-11-26,28291
2021-11-27,23089
2021-11-28,21244
2021-11-29,30050
2021-11-30,34668
2021-12-01,33821
2021-12-02,34474
2021-12-03,31661
2021-12-04,22568
2021-12-05,19562
2021-12-06,30452
2021-12-07,35473
2021-12-08,32790
2021-12-09,33528
2021-12-10,30481
2021-12-11,21976
2021-12-12,19055
2021-12-13,30889
2021-12-14,34625
2021-12-15,30917
2021-12-16,30874
2021-12-17,28168
2021-12-18,19518
2021-12-19,16487
2021-12-20,20706
2021-12-21,24239
2021-12-22,24032
2021-12-23,21283
2021-12-24,16333
2021-12-25,9643
2021-12-26,10821
2021-12-27,16681
2021-12-28,21247
2021-12-29,19696
2021-12-30,18357
2021-12-31,15008
2022-01-01,8643
2022-01-02,11831
2022-01-03,18674
2022-01-04,25184
2022-01-05,25761
2022-01-06,23864
2022-01-07,22456
2022-01-08,17662
2022-01-09,14704
2022-01-10,21096
2022-01-11,27461
2022-01-12,29252
2022-01-13,28628
2022-01-14,29374
2022-01-15,21681
2022-01-16,17736
2022-01-17,25378
2022-01-18,29979
2022-01-19,32702
2022-01-20,31497
2022-01-21,32905
2022-01-22,27341
2022-01-23,19672
2022-01-24,27780
2022-01-25,31758
2022-01-26,29425
2022-01-27,32314
2022-01-28,31928
2022-01-29,20742
2022-01-30,15866
2022-01-31,22905
2022-02-01,28494
2022-02-02,28719
2022-02-03,31299
2022-02-04,27912
2022-02-05,21204
2022-02-06,19184
2022-02-07,27619
2022-02-08,33173
2022-02-09,33519
2022-02-10,33257
2022-02-11,33323
2022-02-12,23014
2022-02-13,20097
2022-02-14,29087
2022-02-15,36910
2022-02-16,33756
2022-02-17,33164
2022-02-18,33370
2022-02-19,24670
2022-02-20,21073
2022-02-21,30805
2022-02-22,34323
2022-02-23,34733
2022-02-24,33623
2022-02-25,30304
2022-02-26,19081
2022-02-27,18454
2022-02-28,28467
2022-03-01,34323
2022-03-02,35184
2022-03-03,37371
2022-03-04,35505
2022-03-05,22461
2022-03-06,19405
2022-03-07,31440
2022-03-08,40808
2022-03-09,43456
2022-03-10,43429
2022-03-11,40827
2022-03-12,25939
2022-03-13,21583
2022-03-14,28686
2022-03-15,34109
2022-03-16,35302
2022-03-17,37181
2022-03-18,31511
2022-03-19,22153
2022-03-20,21745
2022-03-21,29475
2022-03-22,35456
2022-03-23,37047
2022-03-24,38336
2022-03-25,34521
2022-03-26,24225
2022-03-27,21915
2022-03-28,31736
2022-03-29,39375
2022-03-30,38993
2022-03-31,39766
2022-04-01,36027
2022-04-02,26074
2022-04-03,27529
2022-04-04,36987
2022-04-05,39430
2022-04-06,42077
2022-04-07,39902
2022-04-08,36858
2022-04-09,26255
2022-04-10,24699
